order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin,category,sub_category,description,unit_cost,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
IN-2021-37929,2021-09-21,2021-09-23,Second Class,BW-11110,OFF-PA-10000579,47.25,2,0.1,13.11,0.28,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",17.07,2,2021,9,1,Tuesday,Medium
IN-2021-25532,2021-03-13,2021-03-13,Same Day,CC-12370,OFF-PA-10000579,236.25,9,0.0,82.62,0.35,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",17.07,0,2021,3,5,Saturday,High
ID-2021-22725,2021-09-01,2021-01-13,Standard Class,RB-19360,OFF-PA-10000579,47.25,2,0.1,13.11,0.28,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",17.07,-231,2021,9,2,Wednesday,Medium
ID-2021-83261,2021-03-10,2021-05-10,Second Class,KC-16540,OFF-PA-10000588,63.072,2,0.4,-36.828,-0.58,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",49.95,61,2021,3,2,Wednesday,Low
IN-2022-80888,2022-05-11,2022-08-11,Second Class,JP-16135,OFF-PA-10000655,33.6,2,0.0,4.02,0.12,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",14.79,92,2022,5,2,Wednesday,Medium
IN-2022-29697,2022-06-10,2022-06-10,Same Day,JC-15340,OFF-PA-10000694,64.233,3,0.1,15.633,0.24,Office Supplies,Paper,"Green Bar Message Books, Premium",16.2,0,2022,6,4,Friday,Medium
IN-2022-15564,2022-05-12,2022-11-12,Standard Class,MG-17890,OFF-PA-10000694,71.37,3,0.0,22.77,0.32,Office Supplies,Paper,"Green Bar Message Books, Premium",16.2,184,2022,5,3,Thursday,High
ID-2020-51369,2020-07-10,2020-12-10,Standard Class,SZ-20035,OFF-PA-10000694,26.169,2,0.45,-6.231,-0.24,Office Supplies,Paper,"Green Bar Message Books, Premium",16.2,153,2020,7,4,Friday,Low
ID-2022-26323,2022-05-21,2022-05-27,Standard Class,DK-13375,OFF-PA-10000694,71.37,6,0.5,-25.83,-0.36,Office Supplies,Paper,"Green Bar Message Books, Premium",16.2,6,2022,5,5,Saturday,Low
ID-2019-83562,2019-09-13,2019-09-15,First Class,RD-19900,OFF-PA-10000721,28.206,1,0.4,-6.594,-0.23,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",34.8,2,2019,9,4,Friday,Low
IN-2022-78151,2022-11-12,2022-12-16,Standard Class,NH-18610,OFF-PA-10000731,31.0527,3,0.47,-11.7873,-0.38,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28,34,2022,11,5,Saturday,Low
IN-2022-12225,2022-04-12,2022-04-12,Same Day,KM-16375,OFF-PA-10000731,70.308,4,0.1,13.188,0.19,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28,0,2022,4,1,Tuesday,Medium
ID-2020-32427,2020-08-28,2020-01-09,Standard Class,PW-19240,OFF-PA-10000731,9.765,1,0.5,-4.515,-0.46,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28,-232,2020,8,4,Friday,Low
IN-2019-64585,2019-08-19,2019-08-23,Second Class,EP-13915,OFF-PA-10000731,70.308,4,0.1,13.188,0.19,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28,4,2019,8,0,Monday,Medium
IN-2022-59426,2022-12-02,2022-12-02,Same Day,CC-12550,OFF-PA-10000731,52.731,3,0.1,9.891,0.19,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28,0,2022,12,4,Friday,Medium
IN-2019-83940,2019-04-17,2019-04-24,Standard Class,AY-10555,OFF-PA-10000758,67.86,2,0.0,0.0,0.0,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,7,2019,4,2,Wednesday,Low
IN-2022-36795,2022-12-27,2022-12-29,First Class,CV-12805,OFF-PA-10000776,179.88,4,0.0,84.48,0.47,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85,2,2022,12,1,Tuesday,High
IN-2022-48163,2022-05-11,2022-11-11,Standard Class,KA-16525,OFF-PA-10000776,44.97,1,0.0,21.12,0.47,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85,184,2022,5,2,Wednesday,High
IN-2021-46252,2021-02-05,2021-06-05,Standard Class,ZC-21910,OFF-PA-10000776,89.94,2,0.0,42.24,0.47,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85,120,2021,2,4,Friday,High
IN-2022-18784,2022-05-31,2022-05-06,Standard Class,NC-18340,OFF-PA-10000776,121.419,3,0.1,49.869,0.41,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85,-25,2022,5,1,Tuesday,High
ID-2019-45272,2019-06-14,2019-06-20,Standard Class,TZ-21580,OFF-PA-10000776,67.455,3,0.5,-4.095,-0.06,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85,6,2019,6,4,Friday,Low
ID-2019-85354,2019-09-13,2019-09-17,Second Class,AH-10075,OFF-PA-10000824,35.856,2,0.4,-9.564,-0.27,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",22.71,4,2019,9,4,Friday,Low
IN-2022-14003,2022-05-26,2022-05-28,First Class,GH-14425,OFF-PA-10000924,50.4,2,0.0,3.0,0.06,Office Supplies,Paper,"Green Bar Message Books, Multicolor",23.7,2,2022,5,3,Thursday,Low
IN-2019-54533,2019-09-16,2019-09-21,Standard Class,NC-18415,OFF-PA-10000924,25.2,1,0.0,1.5,0.06,Office Supplies,Paper,"Green Bar Message Books, Multicolor",23.7,5,2019,9,0,Monday,Low
ID-2022-49388,2022-08-20,2022-08-24,Standard Class,BF-11215,OFF-PA-10000924,146.412,7,0.17,-19.488,-0.13,Office Supplies,Paper,"Green Bar Message Books, Multicolor",23.7,4,2022,8,5,Saturday,Low
IN-2022-31370,2022-05-21,2022-05-25,Standard Class,JM-15865,OFF-PA-10000944,65.22,2,0.0,15.0,0.23,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",25.11,4,2022,5,5,Saturday,Medium
IN-2021-24258,2021-10-26,2021-10-30,Standard Class,LM-17065,OFF-PA-10000944,54.1326,2,0.17,3.9126,0.07,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",25.11,4,2021,10,1,Tuesday,Low
ID-2019-29389,2019-09-28,2019-02-10,Standard Class,AG-10900,OFF-PA-10000944,16.305,1,0.5,-8.805,-0.54,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",25.11,-230,2019,9,5,Saturday,Low
IN-2022-17223,2022-08-20,2022-08-23,Second Class,SS-20590,OFF-PA-10000951,86.496,5,0.47,-66.954,-0.77,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,3,2022,8,5,Saturday,Low
IN-2021-69982,2021-11-24,2021-11-27,Second Class,MV-18190,OFF-PA-10000951,58.752,2,0.1,-2.628,-0.04,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,3,2021,11,2,Wednesday,Low
IN-2020-14724,2020-11-08,2020-08-13,First Class,CT-11995,OFF-PA-10000951,32.64,1,0.0,1.95,0.06,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,-87,2020,11,6,Sunday,Low
IN-2021-57284,2021-01-09,2021-04-09,First Class,JH-15910,OFF-PA-10000951,51.8976,3,0.47,-40.1724,-0.77,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,90,2021,1,5,Saturday,Low
IN-2020-33512,2020-07-03,2020-07-03,Same Day,AR-10510,OFF-PA-10000951,32.64,1,0.0,1.95,0.06,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,0,2020,7,4,Friday,Low
IN-2019-25588,2019-11-12,2019-12-17,Standard Class,BF-11080,OFF-PA-10000951,228.48,7,0.0,13.65,0.06,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,35,2019,11,1,Tuesday,Low
IN-2022-51222,2022-03-11,2022-06-11,First Class,MO-17800,OFF-PA-10000951,97.92,3,0.0,5.85,0.06,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69,92,2022,3,4,Friday,Low
ID-2020-78207,2020-09-19,2020-09-22,Second Class,AM-10705,OFF-PA-10000976,102.5868,4,0.47,-89.0532,-0.87,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",47.91,3,2020,9,5,Saturday,Low
IN-2020-79264,2020-12-20,2020-12-24,Standard Class,MW-18235,OFF-PA-10001006,55.323,3,0.1,19.593,0.35,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,4,2020,12,6,Sunday,High
IN-2019-51586,2019-09-08,2019-08-13,Standard Class,KM-16660,OFF-PA-10001006,143.43,7,0.0,60.06,0.42,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,-26,2019,9,6,Sunday,High
IN-2022-56437,2022-10-17,2022-10-22,Standard Class,LH-17155,OFF-PA-10001006,92.205,5,0.1,32.655,0.35,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,5,2022,10,0,Monday,High
IN-2020-31405,2020-08-31,2020-05-09,Second Class,AH-10465,OFF-PA-10001006,36.882,2,0.1,13.062,0.35,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,-114,2020,8,0,Monday,High
IN-2021-72355,2021-01-06,2021-01-06,Same Day,ML-17755,OFF-PA-10001006,40.98,2,0.0,17.16,0.42,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,0,2021,1,2,Wednesday,High
ID-2022-53623,2022-04-06,2022-08-06,Standard Class,DS-13180,OFF-PA-10001006,65.1582,6,0.47,-6.3018,-0.1,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,122,2022,4,2,Wednesday,Low
IN-2021-71774,2021-09-05,2021-05-14,Standard Class,AC-10615,OFF-PA-10001006,204.9,10,0.0,85.8,0.42,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,-114,2021,9,6,Sunday,High
IN-2022-52384,2022-06-29,2022-06-30,Same Day,DO-13435,OFF-PA-10001006,61.47,3,0.0,25.74,0.42,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91,1,2022,6,2,Wednesday,High
IN-2022-23173,2022-08-13,2022-08-18,Standard Class,HD-14785,OFF-PA-10001086,291.06,6,0.0,72.72,0.25,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39,5,2022,8,5,Saturday,Medium
IN-2021-46406,2021-11-09,2021-09-17,Standard Class,VP-21760,OFF-PA-10001086,145.53,3,0.0,36.36,0.25,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39,-53,2021,11,1,Tuesday,Medium
IN-2021-74329,2021-08-16,2021-08-22,Standard Class,BF-11215,OFF-PA-10001086,43.659,1,0.1,7.269,0.17,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39,6,2021,8,0,Monday,Medium
ID-2021-12148,2021-07-30,2021-04-08,Standard Class,BP-11155,OFF-PA-10001086,128.5515,5,0.47,-53.3985,-0.42,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39,-113,2021,7,4,Friday,Low
IN-2020-72600,2020-12-31,2021-04-01,Standard Class,LH-16900,OFF-PA-10001086,261.954,6,0.1,43.614,0.17,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39,91,2020,12,3,Thursday,Medium
IN-2019-86642,2019-05-31,2019-05-06,Standard Class,FH-14365,OFF-PA-10001142,203.58,6,0.0,46.8,0.23,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,-25,2019,5,4,Friday,Medium
ID-2021-73069,2021-09-18,2021-09-18,Same Day,JF-15565,OFF-PA-10001236,40.338,2,0.1,-1.842,-0.05,Office Supplies,Paper,"Enermax Message Books, Recycled",21.09,0,2021,9,5,Saturday,Low
IN-2022-75267,2022-11-18,2022-11-20,Second Class,RB-19465,OFF-PA-10001236,44.82,2,0.0,2.64,0.06,Office Supplies,Paper,"Enermax Message Books, Recycled",21.09,2,2022,11,4,Friday,Low
IN-2022-16061,2022-10-14,2022-10-19,Standard Class,BT-11485,OFF-PA-10001236,23.7546,2,0.47,-18.4254,-0.78,Office Supplies,Paper,"Enermax Message Books, Recycled",21.09,5,2022,10,4,Friday,Low
ID-2022-12918,2022-07-03,2022-11-03,Standard Class,AS-10240,OFF-PA-10001236,161.352,8,0.1,-7.368,-0.05,Office Supplies,Paper,"Enermax Message Books, Recycled",21.09,123,2022,7,6,Sunday,Low
IN-2021-45307,2021-12-03,2021-03-17,Standard Class,DO-13645,OFF-PA-10001258,358.56,8,0.1,-4.08,-0.01,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,-261,2021,12,4,Friday,Low
IN-2020-16845,2020-12-16,2020-12-21,Standard Class,MF-18250,OFF-PA-10001258,448.2,9,0.0,40.23,0.09,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,5,2020,12,2,Wednesday,Low
IN-2019-14983,2019-11-10,2019-10-17,Standard Class,GH-14485,OFF-PA-10001258,149.4,3,0.0,13.41,0.09,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,-24,2019,11,6,Sunday,Low
IN-2022-52972,2022-01-01,2022-05-01,Standard Class,BD-11620,OFF-PA-10001258,498.0,10,0.0,44.7,0.09,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,120,2022,1,5,Saturday,Low
ID-2020-24510,2020-03-03,2020-09-03,Standard Class,DS-13030,OFF-PA-10001258,209.16,7,0.4,-108.15,-0.52,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,184,2020,3,1,Tuesday,Low
IN-2019-76821,2019-04-08,2019-09-08,Standard Class,GG-14650,OFF-PA-10001258,298.8,6,0.0,26.82,0.09,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33,153,2019,4,0,Monday,Low
ID-2019-83716,2019-08-06,2019-12-06,Standard Class,NR-18550,OFF-PA-10001259,35.64,2,0.4,2.34,0.07,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11",16.65,122,2019,8,1,Tuesday,Low
IN-2021-22109,2021-05-03,2021-09-03,Standard Class,DW-13195,OFF-PA-10001275,75.006,3,0.1,25.776,0.34,Office Supplies,Paper,"Xerox Note Cards, Multicolor",16.41,123,2021,5,0,Monday,High
IN-2020-47316,2020-12-13,2020-12-18,Standard Class,HP-14815,OFF-PA-10001275,25.002,1,0.1,8.592,0.34,Office Supplies,Paper,"Xerox Note Cards, Multicolor",16.41,5,2020,12,6,Sunday,High
IN-2020-81623,2020-05-05,2020-09-05,Standard Class,AP-10915,OFF-PA-10001302,32.76,4,0.4,5.4,0.16,Office Supplies,Paper,"Eaton Memo Slips, Recycled",6.84,123,2020,5,1,Tuesday,Medium
IN-2021-78809,2021-01-23,2021-01-25,Second Class,AG-10900,OFF-PA-10001327,144.99,3,0.0,12.96,0.09,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01,2,2021,1,5,Saturday,Low
IN-2021-51075,2021-04-07,2021-06-07,Second Class,FO-14305,OFF-PA-10001327,144.99,3,0.0,12.96,0.09,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01,61,2021,4,2,Wednesday,Low
ID-2021-26526,2021-08-06,2021-06-14,Standard Class,CG-12040,OFF-PA-10001327,128.0745,5,0.47,-91.9755,-0.72,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01,-53,2021,8,4,Friday,Low
ID-2019-31699,2019-09-12,2019-12-13,Standard Class,PM-19135,OFF-PA-10001327,132.9075,5,0.45,-87.1425,-0.66,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01,92,2019,9,3,Thursday,Low
ID-2020-81056,2020-10-14,2020-10-17,Second Class,LC-17050,OFF-PA-10001351,28.692,2,0.4,4.272,0.15,Office Supplies,Paper,"Enermax Message Books, Multicolor",12.21,3,2020,10,2,Wednesday,Medium
IN-2019-28920,2019-08-18,2019-08-20,First Class,RS-19420,OFF-PA-10001370,83.4,4,0.0,8.28,0.1,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",18.78,2,2019,8,6,Sunday,Medium
IN-2021-74182,2021-01-12,2021-06-12,Standard Class,ML-18265,OFF-PA-10001370,62.55,3,0.0,6.21,0.1,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",18.78,151,2021,1,1,Tuesday,Medium
ID-2022-41625,2022-05-08,2022-09-08,Standard Class,DJ-13630,OFF-PA-10001370,33.1515,3,0.47,-23.1885,-0.7,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",18.78,123,2022,5,6,Sunday,Low
IN-2019-83513,2019-12-26,2019-12-29,Second Class,PO-18850,OFF-PA-10001421,25.308,2,0.4,4.188,0.17,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",10.56,3,2019,12,3,Thursday,Medium
ID-2022-11056,2022-03-20,2022-03-22,Second Class,GT-14635,OFF-PA-10001531,26.415,3,0.5,-2.115,-0.08,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",9.51,2,2022,3,6,Sunday,Low
IN-2022-85242,2022-10-24,2022-10-28,Second Class,JW-16075,OFF-PA-10001578,111.84,4,0.0,41.28,0.37,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",17.64,4,2022,10,0,Monday,High
IN-2022-83576,2022-11-10,2022-10-16,Second Class,AB-10060,OFF-PA-10001639,11.88,1,0.4,0.57,0.05,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",11.31,-25,2022,11,3,Thursday,Low
IN-2019-44761,2019-10-21,2019-10-25,Standard Class,EM-14140,OFF-PA-10001653,58.3848,6,0.47,-36.4752,-0.62,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",15.81,4,2019,10,0,Monday,Low
ID-2022-66174,2022-08-07,2022-07-13,Standard Class,JE-15610,OFF-PA-10001653,18.36,2,0.5,-13.26,-0.72,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",15.81,-25,2022,8,6,Sunday,Low
IN-2020-63395,2020-09-10,2020-10-13,Standard Class,JP-15460,OFF-PA-10001653,29.1924,3,0.47,-18.2376,-0.62,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",15.81,33,2020,9,3,Thursday,Low
IN-2022-77276,2022-08-08,2022-10-08,Second Class,AH-10690,OFF-PA-10001653,66.096,4,0.1,2.856,0.04,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",15.81,61,2022,8,0,Monday,Low
ID-2021-80125,2021-11-23,2021-11-28,Second Class,SC-20440,OFF-PA-10001691,35.748,2,0.4,-17.292,-0.48,Office Supplies,Paper,"Green Bar Note Cards, Premium",26.52,5,2021,11,1,Tuesday,Low
IN-2021-76275,2021-09-19,2021-09-23,Standard Class,JR-16210,OFF-PA-10001720,26.406,2,0.1,8.166,0.31,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12,4,2021,9,6,Sunday,High
IN-2022-11553,2022-05-11,2022-05-11,Same Day,LR-17035,OFF-PA-10001720,39.609,3,0.1,12.249,0.31,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12,0,2022,5,2,Wednesday,High
IN-2019-59328,2019-04-14,2019-04-20,Standard Class,BE-11335,OFF-PA-10001720,171.639,13,0.1,53.079,0.31,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12,6,2019,4,6,Sunday,High
IN-2020-29522,2020-10-26,2020-10-26,Same Day,CC-12475,OFF-PA-10001720,102.69,7,0.0,38.85,0.38,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12,0,2020,10,0,Monday,High
IN-2022-56360,2022-08-10,2022-10-10,First Class,JC-15385,OFF-PA-10001720,88.02,6,0.0,33.3,0.38,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12,61,2022,8,2,Wednesday,High
IN-2019-81658,2019-05-25,2019-05-28,Second Class,HA-14920,OFF-PA-10001733,26.88,2,0.0,9.9,0.37,Office Supplies,Paper,"Xerox Memo Slips, Recycled",8.49,3,2019,5,5,Saturday,High
IN-2022-41891,2022-07-03,2022-11-03,Standard Class,TG-21310,OFF-PA-10001818,169.65,5,0.0,39.0,0.23,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,123,2022,7,6,Sunday,Medium
ID-2021-36368,2021-10-26,2021-10-31,Standard Class,BB-10990,OFF-PA-10001818,67.86,4,0.5,-36.66,-0.54,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,5,2021,10,1,Tuesday,Low
IN-2020-40596,2020-01-15,2020-01-19,Standard Class,RM-19375,OFF-PA-10001818,271.44,8,0.0,62.4,0.23,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,4,2020,1,2,Wednesday,Medium
IN-2019-55884,2019-01-12,2019-08-12,Standard Class,MP-17965,OFF-PA-10001818,122.148,4,0.1,17.628,0.14,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,212,2019,1,5,Saturday,Medium
IN-2021-48807,2021-06-12,2021-08-12,First Class,KN-16390,OFF-PA-10001818,33.93,1,0.0,7.8,0.23,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,61,2021,6,5,Saturday,Medium
IN-2022-43039,2022-04-10,2022-11-10,Standard Class,MG-17680,OFF-PA-10001818,135.72,4,0.0,31.2,0.23,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13,214,2022,4,6,Sunday,Medium
IN-2022-15676,2022-07-26,2022-07-28,First Class,JS-15595,OFF-PA-10001835,67.86,2,0.0,0.0,0.0,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,2,2022,7,1,Tuesday,Low
IN-2020-13037,2020-07-20,2020-07-26,Standard Class,AH-10075,OFF-PA-10001835,67.86,2,0.0,0.0,0.0,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,6,2020,7,0,Monday,Low
ID-2020-46315,2020-02-11,2020-06-11,Standard Class,SW-20755,OFF-PA-10001835,35.9658,2,0.47,-31.8942,-0.89,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,121,2020,2,1,Tuesday,Low
ID-2022-35521,2022-06-16,2022-06-18,Second Class,MS-17770,OFF-PA-10001835,33.93,2,0.5,-33.93,-1.0,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,2,2022,6,3,Thursday,Low
ID-2019-14094,2019-09-03,2019-11-03,Second Class,KM-16225,OFF-PA-10001835,71.9316,4,0.47,-63.7884,-0.89,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,61,2019,9,1,Tuesday,Low
IN-2022-66755,2022-06-18,2022-06-25,Standard Class,TP-21130,OFF-PA-10001835,122.148,4,0.1,-13.572,-0.11,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,7,2022,6,5,Saturday,Low
IN-2022-31622,2022-04-21,2022-04-25,Standard Class,SS-20590,OFF-PA-10001835,271.44,8,0.0,0.0,0.0,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93,4,2022,4,3,Thursday,Low
ID-2022-86180,2022-01-15,2022-01-19,Standard Class,KM-16225,OFF-PA-10001849,57.996,2,0.4,-30.024,-0.52,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01,4,2022,1,5,Saturday,Low
IN-2022-51950,2022-05-16,2022-05-18,Second Class,JH-15820,OFF-PA-10001850,47.844,2,0.1,10.584,0.22,Office Supplies,Paper,"Eaton Note Cards, Premium",18.63,2,2022,5,0,Monday,Medium
IN-2019-16033,2019-08-11,2019-11-13,Standard Class,LB-16795,OFF-PA-10001850,106.32,4,0.0,31.8,0.3,Office Supplies,Paper,"Eaton Note Cards, Premium",18.63,94,2019,8,6,Sunday,High
IN-2020-59125,2020-09-21,2020-09-25,Second Class,RB-19705,OFF-PA-10001850,44.1228,2,0.17,6.8628,0.16,Office Supplies,Paper,"Eaton Note Cards, Premium",18.63,4,2020,9,0,Monday,Medium
IN-2020-35752,2020-08-07,2020-07-13,Standard Class,OT-18730,OFF-PA-10001944,178.74,6,0.0,14.22,0.08,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",27.42,-25,2020,8,4,Friday,Low
IN-2022-18889,2022-12-19,2022-12-24,Second Class,GK-14620,OFF-PA-10001944,31.5774,2,0.47,-23.2626,-0.74,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",27.42,5,2022,12,0,Monday,Low
ID-2022-42689,2022-12-13,2022-12-15,Second Class,RM-19375,OFF-PA-10001944,107.244,4,0.1,-2.436,-0.02,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",27.42,2,2022,12,1,Tuesday,Low
IN-2021-78606,2021-11-30,2021-06-12,Standard Class,NK-18490,OFF-PA-10001944,26.811,1,0.1,-0.609,-0.02,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",27.42,-171,2021,11,1,Tuesday,Low
IN-2022-79775,2022-10-30,2022-05-11,Standard Class,LW-16825,OFF-PA-10001968,122.76,4,0.0,42.96,0.35,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,-172,2022,10,6,Sunday,High
IN-2019-47883,2019-01-01,2019-08-01,Standard Class,JH-15985,OFF-PA-10001968,55.242,2,0.1,15.342,0.28,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,212,2019,1,1,Tuesday,Medium
IN-2022-49017,2022-09-22,2022-09-27,Standard Class,MC-17845,OFF-PA-10001968,50.9454,2,0.17,11.0454,0.22,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,5,2022,9,3,Thursday,Medium
IN-2022-48079,2022-02-12,2022-06-12,Second Class,SS-20590,OFF-PA-10001968,55.242,2,0.1,15.342,0.28,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,120,2022,2,5,Saturday,Medium
IN-2021-22179,2021-05-24,2021-05-27,First Class,SP-20620,OFF-PA-10001968,122.76,4,0.0,42.96,0.35,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,3,2021,5,0,Monday,High
ID-2020-28409,2020-12-28,2021-02-01,Standard Class,SC-20260,OFF-PA-10001968,113.8599,7,0.47,-25.7901,-0.23,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,35,2020,12,0,Monday,Low
ID-2019-29865,2019-11-09,2019-09-18,Standard Class,GM-14680,OFF-PA-10001968,65.0628,4,0.47,-14.7372,-0.23,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,-52,2019,11,5,Saturday,Low
ID-2020-68701,2020-05-06,2020-11-06,Standard Class,BM-11575,OFF-PA-10001968,32.5314,2,0.47,-7.3686,-0.23,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95,184,2020,5,2,Wednesday,Low
IN-2022-29074,2022-07-11,2022-12-11,Standard Class,CS-12250,OFF-PA-10001979,315.0,14,0.0,91.14,0.29,Office Supplies,Paper,"Enermax Message Books, Premium",15.99,153,2022,7,0,Monday,Medium
ID-2020-27450,2020-11-17,2020-11-18,First Class,AH-10075,OFF-PA-10001979,23.85,2,0.47,-8.13,-0.34,Office Supplies,Paper,"Enermax Message Books, Premium",15.99,1,2020,11,1,Tuesday,Low
IN-2020-35850,2020-10-05,2020-05-13,First Class,JM-15265,OFF-PA-10002022,22.059,1,0.1,-1.731,-0.08,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",23.79,-145,2020,10,0,Monday,Low
