product_id,category,sub_category,product_name,product_cost_to_consumer
OFF-FA-10003779,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",8.22
OFF-FA-10003782,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",11.55
OFF-FA-10003816,Office Supplies,Fasteners,"Stockwell Staples, Metal",10.23
OFF-FA-10003817,Office Supplies,Fasteners,"Stockwell Clamps, Metal",17.85
OFF-FA-10003819,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",9.21
OFF-FA-10003833,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",13.2
OFF-FA-10003838,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",11.16
OFF-FA-10003893,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",11.52
OFF-FA-10003897,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",8.34
OFF-FA-10003954,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",6.99
OFF-FA-10003962,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes",10.38
OFF-FA-10003980,Office Supplies,Fasteners,"OIC Paper Clips, Metal",13.41
OFF-FA-10004027,Office Supplies,Fasteners,"OIC Staples, Bulk Pack",10.8
OFF-FA-10004067,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack",9.99
OFF-FA-10004156,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",12.03
OFF-FA-10004171,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",8.16
OFF-FA-10004243,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",8.64
OFF-FA-10004269,Office Supplies,Fasteners,"Accos Staples, Assorted Sizes",6.57
OFF-FA-10004298,Office Supplies,Fasteners,"Stockwell Staples, Bulk Pack",6.81
OFF-FA-10004362,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",10.23
OFF-FA-10004398,Office Supplies,Fasteners,"OIC Push Pins, 12 Pack",7.17
OFF-FA-10004447,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",11.22
OFF-FA-10004523,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",10.29
OFF-FA-10004527,Office Supplies,Fasteners,"Advantus Thumb Tacks, Bulk Pack",11.16
OFF-FA-10004545,Office Supplies,Fasteners,"Stockwell Push Pins, Metal",8.34
OFF-FA-10004563,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",9.18
OFF-FA-10004606,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",9.72
OFF-FA-10004659,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",8.82
OFF-FA-10004664,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack",8.97
OFF-FA-10004684,Office Supplies,Fasteners,"Advantus Thumb Tacks, Metal",11.94
OFF-FA-10004687,Office Supplies,Fasteners,"Advantus Thumb Tacks, Bulk Pack",11.16
OFF-FA-10004698,Office Supplies,Fasteners,"Stockwell Staples, Metal",10.23
OFF-FA-10004705,Office Supplies,Fasteners,"OIC Thumb Tacks, 12 Pack",12.15
OFF-FA-10004739,Office Supplies,Fasteners,"Accos Rubber Bands, Bulk Pack",9.69
OFF-FA-10004795,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",11.31
OFF-FA-10004813,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",12.42
OFF-FA-10004839,Office Supplies,Fasteners,"Accos Clamps, Metal",13.47
OFF-FA-10004910,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",7.74
OFF-LA-10000095,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible",4.5
OFF-LA-10000108,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Laser Printer Compatible",8.4
OFF-LA-10000114,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",9.78
OFF-LA-10000195,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",8.19
OFF-LA-10000216,Office Supplies,Labels,"Novimex Round Labels, Alphabetical",5.19
OFF-LA-10000219,Office Supplies,Labels,"Harbour Creations File Folder Labels, Adjustable",6.06
OFF-LA-10000220,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible",8.28
OFF-LA-10000244,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",7.17
OFF-LA-10000271,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",6
OFF-LA-10000322,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",5.88
OFF-LA-10000370,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible",8.61
OFF-LA-10000425,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",7.02
OFF-LA-10000436,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",7.8
OFF-LA-10000438,Office Supplies,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set",5.43
OFF-LA-10000471,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set",6.6
OFF-LA-10000473,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical",5.4
OFF-LA-10000477,Office Supplies,Labels,"Smead Round Labels, Alphabetical",6.33
OFF-LA-10000483,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",6
OFF-LA-10000506,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",7.8
OFF-LA-10000540,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",3.42
OFF-LA-10000590,Office Supplies,Labels,"Smead Color Coded Labels, 5000 Label Set",7.26
OFF-LA-10000615,Office Supplies,Labels,"Hon Removable Labels, Adjustable",8.1
OFF-LA-10000624,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",5.7
OFF-LA-10000635,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set",7.11
OFF-LA-10000658,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",7.86
OFF-LA-10000668,Office Supplies,Labels,"Smead Removable Labels, Adjustable",5.46
OFF-LA-10000688,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible",7.11
OFF-LA-10000707,Office Supplies,Labels,"Avery Removable Labels, Adjustable",8.4
OFF-LA-10000732,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set",4.62
OFF-LA-10000757,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",7.26
OFF-LA-10000784,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set",4.56
OFF-LA-10000793,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible",6.93
OFF-LA-10000818,Office Supplies,Labels,"Hon Round Labels, Alphabetical",3.33
OFF-LA-10000861,Office Supplies,Labels,"Avery Color Coded Labels, Alphabetical",7.35
OFF-LA-10000869,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",6.99
OFF-LA-10000879,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical",4.59
OFF-LA-10000901,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set",8.82
OFF-LA-10000950,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",11.64
OFF-LA-10000959,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",5.94
OFF-LA-10000984,Office Supplies,Labels,"Hon Round Labels, Alphabetical",3.33
OFF-LA-10001019,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",10.38
OFF-LA-10001092,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",6.93
OFF-LA-10001185,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set",4.23
OFF-LA-10001187,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",9.27
OFF-LA-10001191,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical",5.4
OFF-LA-10001215,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",5.7
OFF-LA-10001229,Office Supplies,Labels,"Hon Removable Labels, Adjustable",8.1
OFF-LA-10001246,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",8.46
OFF-LA-10001292,Office Supplies,Labels,"Smead File Folder Labels, Adjustable",3.48
OFF-LA-10001312,Office Supplies,Labels,"Hon File Folder Labels, Laser Printer Compatible",6.84
OFF-LA-10001383,Office Supplies,Labels,"Smead Shipping Labels, Adjustable",4.86
OFF-LA-10001417,Office Supplies,Labels,"Hon File Folder Labels, Alphabetical",4.59
OFF-LA-10001444,Office Supplies,Labels,"Avery Round Labels, Alphabetical",3.99
OFF-LA-10001497,Office Supplies,Labels,"Smead Round Labels, Adjustable",4.05
OFF-LA-10001538,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",5.7
OFF-LA-10001548,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",7.41
OFF-LA-10001658,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set",6.57
OFF-LA-10001669,Office Supplies,Labels,"Smead Color Coded Labels, Adjustable",8.13
OFF-LA-10001672,Office Supplies,Labels,"Avery Legal Exhibit Labels, Alphabetical",9.84
OFF-LA-10001719,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",11.64
OFF-LA-10001731,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",8.46
OFF-LA-10001764,Office Supplies,Labels,"Avery Round Labels, Adjustable",4.8
OFF-LA-10001803,Office Supplies,Labels,"Avery Legal Exhibit Labels, Adjustable",8.04
OFF-LA-10001830,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible",5.49
OFF-LA-10001839,Office Supplies,Labels,"Smead Shipping Labels, Laser Printer Compatible",8.94
OFF-LA-10001865,Office Supplies,Labels,"Avery Round Labels, 5000 Label Set",6.57
OFF-LA-10001930,Office Supplies,Labels,"Hon Removable Labels, Adjustable",7.29
OFF-LA-10002020,Office Supplies,Labels,"Novimex Color Coded Labels, 5000 Label Set",9.87
OFF-LA-10002037,Office Supplies,Labels,"Avery Shipping Labels, 5000 Label Set",7.86
OFF-LA-10002086,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set",9.42
OFF-LA-10002088,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible",3.33
OFF-LA-10002107,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible",6.93
OFF-LA-10002123,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical",7.23
OFF-LA-10002139,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",10.05
OFF-LA-10002180,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",9
OFF-LA-10002272,Office Supplies,Labels,"Smead File Folder Labels, Alphabetical",8.01
OFF-LA-10002289,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",8.46
OFF-LA-10002319,Office Supplies,Labels,"Smead Legal Exhibit Labels, Laser Printer Compatible",6.33
OFF-LA-10002337,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set",6.6
OFF-LA-10002364,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",8.13
OFF-LA-10002465,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set",9.42
OFF-LA-10002486,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",7.8
OFF-LA-10002493,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable",9.45
OFF-LA-10002523,Office Supplies,Labels,"Smead Removable Labels, Laser Printer Compatible",7.65
OFF-LA-10002575,Office Supplies,Labels,"Smead Legal Exhibit Labels, 5000 Label Set",11.04
OFF-LA-10002596,Office Supplies,Labels,"Harbour Creations Round Labels, Laser Printer Compatible",4.86
OFF-LA-10002630,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",8.91
OFF-LA-10002633,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible",9.24
OFF-LA-10002674,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",12.51
OFF-LA-10002703,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",6.27
OFF-LA-10002741,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable",8.31
OFF-LA-10002744,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",3.63
OFF-LA-10002765,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",7.8
OFF-LA-10002770,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",8.88
OFF-LA-10002806,Office Supplies,Labels,"Novimex Shipping Labels, 5000 Label Set",5.82
OFF-LA-10002851,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set",6.75
OFF-LA-10002875,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",6.15
OFF-LA-10002876,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",5.01
OFF-LA-10002939,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",8.85
OFF-LA-10002974,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",6.15
OFF-LA-10002992,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set",9.78
OFF-LA-10003057,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",7.8
OFF-LA-10003119,Office Supplies,Labels,"Hon Color Coded Labels, 5000 Label Set",9
OFF-LA-10003132,Office Supplies,Labels,"Hon File Folder Labels, Adjustable",4.71
OFF-LA-10003141,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",5.7
OFF-LA-10003155,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible",3.33
OFF-LA-10003215,Office Supplies,Labels,"Smead File Folder Labels, Laser Printer Compatible",6.93
OFF-LA-10003236,Office Supplies,Labels,"Hon Round Labels, Adjustable",3.03
OFF-LA-10003273,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",10.17
OFF-LA-10003297,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",7.14
OFF-LA-10003338,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",7.26
OFF-LA-10003376,Office Supplies,Labels,"Hon Shipping Labels, Adjustable",8.46
OFF-LA-10003379,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",12.42
OFF-LA-10003381,Office Supplies,Labels,"Novimex Removable Labels, Laser Printer Compatible",4.86
OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",10.38
OFF-LA-10003435,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",5.7
OFF-LA-10003444,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical",7.23
OFF-LA-10003505,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",9.87
OFF-LA-10003551,Office Supplies,Labels,"Harbour Creations File Folder Labels, 5000 Label Set",4.56
OFF-LA-10003610,Office Supplies,Labels,"Avery Removable Labels, 5000 Label Set",7.14
OFF-LA-10003617,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",5.13
OFF-LA-10003627,Office Supplies,Labels,"Novimex Round Labels, Adjustable",3.24
OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",6.15
OFF-LA-10003674,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",7.17
OFF-LA-10003678,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",7.05
OFF-LA-10003778,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",6
OFF-LA-10003807,Office Supplies,Labels,"Smead Removable Labels, Adjustable",6.57
OFF-LA-10003848,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set",9.06
OFF-LA-10003929,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Adjustable",7.47
OFF-LA-10003971,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",9.45
OFF-LA-10003973,Office Supplies,Labels,"Hon Removable Labels, Laser Printer Compatible",8.28
OFF-LA-10004062,Office Supplies,Labels,"Hon Removable Labels, 5000 Label Set",5.55
OFF-LA-10004112,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",6.18
OFF-LA-10004114,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",6.36
OFF-LA-10004137,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",7.8
OFF-LA-10004166,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set",6.69
OFF-LA-10004181,Office Supplies,Labels,"Novimex File Folder Labels, Adjustable",3.63
OFF-LA-10004234,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set",8.82
OFF-LA-10004398,Office Supplies,Labels,"Hon Color Coded Labels, Alphabetical",12.63
OFF-LA-10004400,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible",9.15
OFF-LA-10004411,Office Supplies,Labels,"Avery File Folder Labels, 5000 Label Set",9.06
OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",6.3
OFF-LA-10004462,Office Supplies,Labels,"Smead Shipping Labels, Adjustable",4.86
OFF-LA-10004488,Office Supplies,Labels,"Novimex Color Coded Labels, Adjustable",8.88
OFF-LA-10004614,Office Supplies,Labels,"Smead Round Labels, 5000 Label Set",5.4
OFF-LA-10004623,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set",6
OFF-LA-10004714,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",8.19
OFF-LA-10004738,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Alphabetical",6.57
OFF-LA-10004745,Office Supplies,Labels,"Harbour Creations Shipping Labels, Adjustable",4.8
OFF-LA-10004749,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",9.87
OFF-LA-10004756,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",6.36
OFF-LA-10004761,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",4.08
OFF-LA-10004795,Office Supplies,Labels,"Novimex Shipping Labels, Alphabetical",8.55
OFF-LA-10004848,Office Supplies,Labels,"Avery Legal Exhibit Labels, 5000 Label Set",6.69
OFF-LA-10004877,Office Supplies,Labels,"Avery File Folder Labels, Laser Printer Compatible",5.4
OFF-LA-10004894,Office Supplies,Labels,"Hon Shipping Labels, Alphabetical",6.18
OFF-LA-10004916,Office Supplies,Labels,"Harbour Creations Shipping Labels, Laser Printer Compatible",7.11
OFF-LA-10004918,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",5.94
OFF-LA-10004919,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",9.27
OFF-PA-10000026,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11",40.47
OFF-PA-10000030,Office Supplies,Paper,"Eaton Parchment Paper, Recycled",7.65
OFF-PA-10000048,Office Supplies,Paper,"Xerox Memo Slips, Multicolor",14.67
OFF-PA-10000070,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",18
OFF-PA-10000116,Office Supplies,Paper,"Xerox Parchment Paper, Premium",10.5
OFF-PA-10000127,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",11.43
OFF-PA-10000206,Office Supplies,Paper,"Green Bar Message Books, Recycled",18.27
OFF-PA-10000215,Office Supplies,Paper,"Eaton Parchment Paper, Premium",12.54
OFF-PA-10000302,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",17.64
OFF-PA-10000318,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",12.72
OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",10.56
OFF-PA-10000357,Office Supplies,Paper,"Eaton Memo Slips, Recycled",6.84
OFF-PA-10000373,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",31.95
OFF-PA-10000382,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",18.42
OFF-PA-10000383,Office Supplies,Paper,"Green Bar Note Cards, Premium",29.64
OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",31.95
OFF-PA-10000476,Office Supplies,Paper,"Eaton Computer Printout Paper, Premium",14.1
OFF-PA-10000527,Office Supplies,Paper,"Enermax Note Cards, Premium",17.97
OFF-PA-10000579,Office Supplies,Paper,"Xerox Computer Printout Paper, Recycled",17.07
OFF-PA-10000588,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",49.95
OFF-PA-10000655,Office Supplies,Paper,"Enermax Parchment Paper, Multicolor",14.79
OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",16.2
OFF-PA-10000721,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",34.8
OFF-PA-10000731,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11",14.28
OFF-PA-10000758,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93
OFF-PA-10000776,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",23.85
OFF-PA-10000824,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",22.71
OFF-PA-10000924,Office Supplies,Paper,"Green Bar Message Books, Multicolor",23.7
OFF-PA-10000944,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11",25.11
OFF-PA-10000951,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69
OFF-PA-10000976,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",47.91
OFF-PA-10001006,Office Supplies,Paper,"Eaton Message Books, Recycled",11.91
OFF-PA-10001086,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor",36.39
OFF-PA-10001142,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13
OFF-PA-10001236,Office Supplies,Paper,"Enermax Message Books, Recycled",21.09
OFF-PA-10001258,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",45.33
OFF-PA-10001259,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11",16.65
OFF-PA-10001275,Office Supplies,Paper,"Xerox Note Cards, Multicolor",16.41
OFF-PA-10001302,Office Supplies,Paper,"Eaton Memo Slips, Recycled",6.84
OFF-PA-10001327,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01
OFF-PA-10001351,Office Supplies,Paper,"Enermax Message Books, Multicolor",12.21
OFF-PA-10001370,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11",18.78
OFF-PA-10001421,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",10.56
OFF-PA-10001531,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",9.51
OFF-PA-10001578,Office Supplies,Paper,"Eaton Computer Printout Paper, Multicolor",17.64
OFF-PA-10001639,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",11.31
OFF-PA-10001653,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor",15.81
OFF-PA-10001691,Office Supplies,Paper,"Green Bar Note Cards, Premium",26.52
OFF-PA-10001720,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor",9.12
OFF-PA-10001733,Office Supplies,Paper,"Xerox Memo Slips, Recycled",8.49
OFF-PA-10001818,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",26.13
OFF-PA-10001835,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",33.93
OFF-PA-10001849,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",44.01
OFF-PA-10001850,Office Supplies,Paper,"Eaton Note Cards, Premium",18.63
OFF-PA-10001944,Office Supplies,Paper,"SanDisk Computer Printout Paper, Premium",27.42
OFF-PA-10001968,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",19.95
OFF-PA-10001979,Office Supplies,Paper,"Enermax Message Books, Premium",15.99
OFF-PA-10002022,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",23.79
OFF-PA-10002047,Office Supplies,Paper,"Green Bar Cards & Envelopes, 8.5 x 11",46.23
OFF-PA-10002073,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",12.72
OFF-PA-10002109,Office Supplies,Paper,"SanDisk Message Books, Premium",23.82
OFF-PA-10002218,Office Supplies,Paper,"Enermax Note Cards, Multicolor",30.69
OFF-PA-10002370,Office Supplies,Paper,"Xerox Parchment Paper, Recycled",12.12
OFF-PA-10002373,Office Supplies,Paper,"Enermax Parchment Paper, Premium",15.39
OFF-PA-10002394,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",18
OFF-PA-10002416,Office Supplies,Paper,"Xerox Memo Slips, 8.5 x 11",17.16
OFF-PA-10002461,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",10.44
OFF-PA-10002477,Office Supplies,Paper,"Enermax Message Books, Multicolor",12.21
OFF-PA-10002479,Office Supplies,Paper,"Enermax Cards & Envelopes, 8.5 x 11",26.67
OFF-PA-10002514,Office Supplies,Paper,"Xerox Memo Slips, Premium",9.21
OFF-PA-10002520,Office Supplies,Paper,"Green Bar Cards & Envelopes, Recycled",24.66
OFF-PA-10002585,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",10.47
OFF-PA-10002611,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor",12.33
OFF-PA-10002618,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",10.47
OFF-PA-10002771,Office Supplies,Paper,"Xerox Computer Printout Paper, Premium",13.98
OFF-PA-10002811,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",24.87
OFF-PA-10002862,Office Supplies,Paper,"Green Bar Message Books, Recycled",18.27
OFF-PA-10002921,Office Supplies,Paper,"Eaton Message Books, Multicolor",16.95
OFF-PA-10002930,Office Supplies,Paper,"SanDisk Cards & Envelopes, Premium",35.37
OFF-PA-10002974,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",23.04
OFF-PA-10002976,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",22.26
OFF-PA-10003020,Office Supplies,Paper,"Xerox Message Books, Premium",17.52
OFF-PA-10003033,Office Supplies,Paper,"Enermax Parchment Paper, Recycled",7.83
OFF-PA-10003115,Office Supplies,Paper,"Enermax Note Cards, Premium",17.1
OFF-PA-10003139,Office Supplies,Paper,"SanDisk Parchment Paper, Recycled",10.5
OFF-PA-10003156,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",23.79
OFF-PA-10003232,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",9.51
OFF-PA-10003252,Office Supplies,Paper,"Xerox Note Cards, 8.5 x 11",30.51
OFF-PA-10003273,Office Supplies,Paper,"Green Bar Cards & Envelopes, Premium",47.91
OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",15
OFF-PA-10003320,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",14.94
OFF-PA-10003332,Office Supplies,Paper,"Xerox Cards & Envelopes, Recycled",31.44
OFF-PA-10003333,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",18.03
OFF-PA-10003338,Office Supplies,Paper,"Enermax Parchment Paper, Recycled",7.83
OFF-PA-10003350,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",15.33
OFF-PA-10003381,Office Supplies,Paper,"Eaton Cards & Envelopes, Multicolor",34.95
OFF-PA-10003390,Office Supplies,Paper,"Enermax Computer Printout Paper, Recycled",26.7
OFF-PA-10003405,Office Supplies,Paper,"Green Bar Memo Slips, Premium",11.04
OFF-PA-10003407,Office Supplies,Paper,"Enermax Memo Slips, Recycled",9.06
OFF-PA-10003416,Office Supplies,Paper,"Green Bar Parchment Paper, Recycled",14.94
OFF-PA-10003418,Office Supplies,Paper,"Enermax Memo Slips, Multicolor",11.28
OFF-PA-10003449,Office Supplies,Paper,"Green Bar Computer Printout Paper, Premium",15.78
