order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,profit_margin
IN-2019-39392,31/03/2019,07/04/2019,Standard Class,GT-14755,OFF-FA-10003745,218.4,13,0,69.81,0.32
IN-2021-36410,01/01/2021,06/01/2021,Standard Class,HR-14770,OFF-FA-10003779,41.67,3,0,17.01,0.41
IN-2022-53574,28/06/2022,02/07/2022,Standard Class,SW-20275,OFF-FA-10003779,50.004,4,0.1,17.124,0.34
ID-2022-18154,24/12/2022,30/12/2022,Standard Class,RP-19270,OFF-FA-10003779,7.3617,1,0.47,-0.8583,-0.12
ID-2020-67707,17/04/2020,23/04/2020,Standard Class,SC-20800,OFF-FA-10003779,14.7234,2,0.47,-1.7166,-0.12
IN-2022-17027,14/02/2022,16/02/2022,First Class,RW-19630,OFF-FA-10003779,55.56,4,0,22.68,0.41
IN-2021-66972,12/09/2021,15/09/2021,Second Class,JK-15205,OFF-FA-10003782,25.326,2,0.1,2.226,0.09
IN-2019-53217,17/06/2019,22/06/2019,Second Class,JG-15160,OFF-FA-10003782,42.21,3,0,7.56,0.18
ID-2021-48856,08/12/2021,13/12/2021,Standard Class,AF-10885,OFF-FA-10003782,42.21,3,0,7.56,0.18
IN-2022-35171,20/09/2022,27/09/2022,Standard Class,AR-10345,OFF-FA-10003782,75.978,6,0.1,6.678,0.09
ID-2020-73062,14/08/2020,17/08/2020,Second Class,SS-20590,OFF-FA-10003782,7.7385,1,0.45,-3.8115,-0.49
IN-2021-71585,04/12/2021,07/12/2021,Second Class,BF-11080,OFF-FA-10003782,63.315,5,0.1,5.565,0.09
ID-2019-86950,22/01/2019,23/01/2019,First Class,SS-20875,OFF-FA-10003816,6.318,1,0.4,-3.912,-0.62
IN-2019-51180,06/10/2019,12/10/2019,Standard Class,BT-11395,OFF-FA-10003817,85.32,5,0.1,-3.93,-0.05
IN-2020-25371,07/10/2020,11/10/2020,Standard Class,HH-15010,OFF-FA-10003817,113.76,6,0,6.66,0.06
ID-2022-53840,23/12/2022,27/12/2022,Second Class,MH-17440,OFF-FA-10003817,34.128,2,0.1,-1.572,-0.05
IN-2022-56360,08/10/2022,10/10/2022,First Class,JC-15385,OFF-FA-10003817,37.92,2,0,2.22,0.06
ID-2021-76709,27/09/2021,01/10/2021,Standard Class,VW-21775,OFF-FA-10003817,56.88,5,0.4,-32.37,-0.57
ID-2021-45650,17/08/2021,21/08/2021,Standard Class,LD-16855,OFF-FA-10003819,14.787,2,0.47,-3.633,-0.25
ID-2021-15032,01/10/2021,05/10/2021,Standard Class,CC-12370,OFF-FA-10003819,7.3935,1,0.47,-1.8165,-0.25
IN-2019-67588,18/10/2019,23/10/2019,Standard Class,ML-17395,OFF-FA-10003819,25.11,2,0.1,6.69,0.27
IN-2020-78067,22/09/2020,25/09/2020,Second Class,JG-15160,OFF-FA-10003819,37.665,3,0.1,10.035,0.27
IN-2019-51740,04/08/2019,07/08/2019,Second Class,DM-13525,OFF-FA-10003819,41.85,3,0,14.22,0.34
IN-2019-23208,21/07/2019,25/07/2019,Standard Class,AS-10225,OFF-FA-10003819,57.8925,5,0.17,11.8425,0.2
ID-2020-12519,01/06/2020,03/06/2020,First Class,CR-12580,OFF-FA-10003833,21.285,3,0.5,-18.315,-0.86
ID-2022-27912,13/02/2022,17/02/2022,Standard Class,CJ-12010,OFF-FA-10003833,60.1656,8,0.47,-45.4344,-0.76
IN-2022-58453,06/02/2022,12/02/2022,Standard Class,EK-13795,OFF-FA-10003833,14.19,1,0,0.99,0.07
IN-2020-27590,23/05/2020,27/05/2020,Standard Class,TT-21070,OFF-FA-10003833,42.57,3,0,2.97,0.07
IN-2020-13919,11/09/2020,13/09/2020,Second Class,CW-11905,OFF-FA-10003833,56.76,4,0,3.96,0.07
IN-2022-35157,21/11/2022,23/11/2022,Second Class,NF-18385,OFF-FA-10003838,54.36,4,0,9.72,0.18
IN-2021-79390,08/05/2021,13/05/2021,Standard Class,SC-20695,OFF-FA-10003838,67.95,5,0,12.15,0.18
IN-2022-16635,16/07/2022,18/07/2022,Second Class,JE-16165,OFF-FA-10003838,24.462,2,0.1,2.142,0.09
IN-2019-35353,06/04/2019,09/04/2019,First Class,MM-17920,OFF-FA-10003838,61.155,5,0.1,5.355,0.09
IN-2022-68855,08/05/2022,14/05/2022,Standard Class,AR-10510,OFF-FA-10003838,67.95,5,0,12.15,0.18
IN-2020-24146,05/06/2020,07/06/2020,First Class,BD-11560,OFF-FA-10003893,34.5114,3,0.17,-0.0486,0
ID-2022-34814,08/08/2022,11/08/2022,First Class,JS-15880,OFF-FA-10003893,22.0374,3,0.47,-12.5226,-0.57
IN-2020-23054,16/09/2020,18/09/2020,Second Class,TM-21010,OFF-FA-10003893,41.58,3,0,7.02,0.17
IN-2020-66580,25/05/2020,27/05/2020,First Class,JH-16180,OFF-FA-10003893,69.3,5,0,11.7,0.17
IN-2021-43151,18/09/2021,21/09/2021,Second Class,SU-20665,OFF-FA-10003893,13.86,1,0,2.34,0.17
IN-2021-84752,05/12/2021,11/12/2021,Standard Class,DL-13315,OFF-FA-10003897,112.8,8,0,46.08,0.41
ID-2022-86180,15/01/2022,19/01/2022,Standard Class,KM-16225,OFF-FA-10003954,8.388,1,0.4,1.398,0.17
IN-2021-22648,15/05/2021,21/05/2021,Standard Class,SF-20065,OFF-FA-10003962,11.13,1,0,0.75,0.07
ID-2022-35892,16/11/2022,22/11/2022,Standard Class,JC-15340,OFF-FA-10003962,40.068,4,0.1,-1.452,-0.04
IN-2021-14437,13/08/2021,20/08/2021,Standard Class,NG-18355,OFF-FA-10003962,33.39,3,0,2.25,0.07
IN-2022-13121,14/02/2022,14/02/2022,Same Day,LC-16930,OFF-FA-10003962,22.26,2,0,1.5,0.07
IN-2022-41345,13/11/2022,18/11/2022,Standard Class,DV-13045,OFF-FA-10003962,17.6967,3,0.47,-13.4433,-0.76
ID-2022-36263,27/11/2022,29/11/2022,First Class,SP-20620,OFF-FA-10003962,23.5956,4,0.47,-17.9244,-0.76
IN-2021-26617,19/09/2021,26/09/2021,Standard Class,EP-13915,OFF-FA-10003962,33.39,3,0,2.25,0.07
ID-2021-62163,06/11/2021,12/11/2021,Standard Class,MJ-17740,OFF-FA-10003962,40.068,4,0.1,-1.452,-0.04
IN-2019-27968,09/09/2019,13/09/2019,Standard Class,Dl-13600,OFF-FA-10003962,5.8989,1,0.47,-4.4811,-0.76
IN-2020-70472,13/07/2020,17/07/2020,Standard Class,SA-20830,OFF-FA-10003980,58.2,4,0,4.56,0.08
ID-2021-59300,05/11/2021,10/11/2021,Standard Class,KH-16330,OFF-FA-10003980,15.423,2,0.47,-11.397,-0.74
ID-2020-30635,15/04/2020,20/04/2020,Standard Class,IM-15055,OFF-FA-10003980,36.375,5,0.5,-30.675,-0.84
ID-2021-76709,27/09/2021,01/10/2021,Standard Class,VW-21775,OFF-FA-10003980,43.65,5,0.4,-23.4,-0.54
IN-2021-48471,14/02/2021,18/02/2021,Standard Class,VG-21790,OFF-FA-10003980,72.75,5,0,5.7,0.08
ID-2021-18616,20/08/2021,24/08/2021,Standard Class,AS-10090,OFF-FA-10004027,71.442,7,0.1,-4.158,-0.06
IN-2021-30901,23/03/2021,27/03/2021,Second Class,AM-10360,OFF-FA-10004027,34.02,3,0,1.62,0.05
ID-2022-22270,08/02/2022,12/02/2022,Second Class,TZ-21445,OFF-FA-10004027,6.804,1,0.4,-3.996,-0.59
IN-2019-50305,24/09/2019,29/09/2019,Standard Class,GZ-14545,OFF-FA-10004027,51.03,5,0.1,-2.97,-0.06
ID-2022-61533,03/03/2022,08/03/2022,Standard Class,MG-17695,OFF-FA-10004027,54.0918,9,0.47,-43.1082,-0.8
IN-2020-75211,12/01/2020,17/01/2020,Standard Class,CH-12070,OFF-FA-10004027,22.68,2,0,1.08,0.05
IN-2022-20415,01/08/2022,05/08/2022,Standard Class,GM-14455,OFF-FA-10004027,45.36,4,0,2.16,0.05
IN-2022-55086,14/06/2022,18/06/2022,Standard Class,JE-15475,OFF-FA-10004027,45.36,4,0,2.16,0.05
IN-2020-35682,13/12/2020,18/12/2020,Standard Class,DC-13285,OFF-FA-10004067,46.71,3,0,16.74,0.36
IN-2021-50536,17/01/2021,21/01/2021,Standard Class,JH-15820,OFF-FA-10004067,23.355,3,0.5,-6.615,-0.28
ID-2020-57669,11/02/2020,18/02/2020,Standard Class,VT-21700,OFF-FA-10004067,49.5126,6,0.47,-10.4274,-0.21
IN-2021-75337,02/05/2021,06/05/2021,Standard Class,BD-11320,OFF-FA-10004067,31.14,2,0,11.16,0.36
IN-2022-48205,05/05/2022,08/05/2022,First Class,AG-10390,OFF-FA-10004067,70.065,5,0.1,20.115,0.29
IN-2021-86439,16/02/2021,20/02/2021,Second Class,CM-11935,OFF-FA-10004156,13.8,1,0,1.77,0.13
IN-2022-47946,17/06/2022,19/06/2022,First Class,JK-15625,OFF-FA-10004171,11.49,1,0,3.33,0.29
ID-2021-78298,08/11/2021,12/11/2021,Standard Class,CK-12205,OFF-FA-10004171,18.9585,3,0.45,-5.5215,-0.29
IN-2021-20127,19/04/2021,24/04/2021,Standard Class,FG-14260,OFF-FA-10004171,34.47,3,0,9.99,0.29
ID-2022-80930,24/07/2022,27/07/2022,First Class,IL-15100,OFF-FA-10004243,31.644,6,0.4,-20.196,-0.64
IN-2019-86817,21/11/2019,25/11/2019,Standard Class,BB-10990,OFF-FA-10004269,16.8,2,0,3.66,0.22
IN-2022-35157,21/11/2022,23/11/2022,Second Class,NF-18385,OFF-FA-10004298,21.6,2,0,7.98,0.37
IN-2020-78403,09/05/2020,15/05/2020,Standard Class,JL-15835,OFF-FA-10004298,43.2,4,0,15.96,0.37
IN-2020-76926,28/10/2020,01/11/2020,Standard Class,KM-16660,OFF-FA-10004298,5.724,1,0.47,-1.086,-0.19
IN-2020-19078,16/06/2020,18/06/2020,First Class,BG-11740,OFF-FA-10004298,32.4,3,0,11.97,0.37
IN-2021-22571,31/10/2021,05/11/2021,Standard Class,NC-18415,OFF-FA-10004298,21.6,2,0,7.98,0.37
IN-2022-73447,20/08/2022,25/08/2022,Standard Class,RB-19705,OFF-FA-10004298,32.4,3,0,11.97,0.37
ID-2022-10048,30/06/2022,02/07/2022,First Class,TT-21460,OFF-FA-10004362,63.2502,9,0.47,-28.8198,-0.46
IN-2022-28640,30/04/2022,02/05/2022,First Class,JD-15895,OFF-FA-10004362,55.029,5,0.17,3.879,0.07
IN-2022-15263,29/09/2022,03/10/2022,Standard Class,BE-11335,OFF-FA-10004398,57.36,4,0,28.68,0.5
ID-2022-61120,22/09/2022,28/09/2022,Standard Class,RD-19930,OFF-FA-10004398,43.02,5,0.4,7.17,0.17
IN-2021-60504,07/09/2021,09/09/2021,First Class,DM-12955,OFF-FA-10004398,129.06,9,0,64.53,0.5
IN-2020-32105,19/05/2020,24/05/2020,Standard Class,CR-12730,OFF-FA-10004398,100.38,7,0,50.19,0.5
ID-2021-76709,27/09/2021,01/10/2021,Standard Class,VW-21775,OFF-FA-10004398,34.416,4,0.4,5.736,0.17
ID-2021-35647,08/10/2021,14/10/2021,Standard Class,EB-13975,OFF-FA-10004447,44.2815,5,0.47,-11.8185,-0.27
IN-2021-79390,08/05/2021,13/05/2021,Standard Class,SC-20695,OFF-FA-10004447,83.55,5,0,27.45,0.33
ID-2021-55044,07/09/2021,12/09/2021,Standard Class,BP-11290,OFF-FA-10004447,25.065,3,0.5,-8.595,-0.34
IN-2022-24853,05/12/2022,11/12/2022,Standard Class,MM-18055,OFF-FA-10004447,60.156,4,0.1,15.276,0.25
IN-2020-43291,28/11/2020,04/12/2020,Standard Class,GB-14575,OFF-FA-10004447,66.84,4,0,21.96,0.33
IN-2020-22914,12/06/2020,18/06/2020,Standard Class,RD-19810,OFF-FA-10004447,15.039,1,0.1,3.819,0.25
ID-2019-38699,08/11/2019,09/11/2019,First Class,JH-15985,OFF-FA-10004447,17.7126,2,0.47,-4.7274,-0.27
IN-2021-22578,30/10/2021,01/11/2021,First Class,AB-10015,OFF-FA-10004447,30.078,2,0.1,7.638,0.25
ID-2021-72362,05/06/2021,10/06/2021,Standard Class,CS-11845,OFF-FA-10004447,17.7126,2,0.47,-4.7274,-0.27
ID-2020-31426,17/02/2020,21/02/2020,Standard Class,GR-14560,OFF-FA-10004523,22.3713,3,0.47,-8.4987,-0.38
IN-2021-26911,09/11/2021,13/11/2021,Standard Class,AS-10135,OFF-FA-10004523,11.6781,1,0.17,1.3881,0.12
IN-2020-27464,21/08/2020,23/08/2020,Second Class,SP-20545,OFF-FA-10004523,98.49,7,0,26.46,0.27
IN-2020-33064,03/05/2020,09/05/2020,Standard Class,RM-19675,OFF-FA-10004523,11.6781,1,0.17,1.3881,0.12
IN-2020-39777,01/07/2020,07/07/2020,Standard Class,AI-10855,OFF-FA-10004523,12.663,1,0.1,2.373,0.19
IN-2020-56857,09/10/2020,14/10/2020,Standard Class,GB-14530,OFF-FA-10004523,42.21,3,0,11.34,0.27
IN-2020-28269,10/08/2020,15/08/2020,Standard Class,NP-18700,OFF-FA-10004523,70.35,5,0,18.9,0.27
ID-2022-45083,16/08/2022,19/08/2022,Second Class,BD-11620,OFF-FA-10004523,38.6925,5,0.45,-12.7575,-0.33
IN-2022-35157,21/11/2022,23/11/2022,Second Class,NF-18385,OFF-FA-10004527,27.18,2,0,4.86,0.18
ID-2019-50494,13/08/2019,17/08/2019,Standard Class,MG-17650,OFF-FA-10004527,24.462,2,0.1,2.142,0.09
IN-2019-29781,04/10/2019,10/10/2019,Standard Class,MC-18130,OFF-FA-10004527,54.36,4,0,9.72,0.18
IN-2021-28304,16/11/2021,20/11/2021,Standard Class,KT-16465,OFF-FA-10004527,54.36,4,0,9.72,0.18
ID-2021-74357,26/03/2021,01/04/2021,Standard Class,DA-13450,OFF-FA-10004527,21.6081,3,0.47,-11.8719,-0.55
IN-2022-35311,19/11/2022,23/11/2022,Standard Class,GT-14755,OFF-FA-10004527,24.462,2,0.1,2.142,0.09
ID-2021-27856,10/12/2021,14/12/2021,Standard Class,EH-14185,OFF-FA-10004527,21.6081,3,0.47,-11.8719,-0.55
IN-2022-63003,21/04/2022,25/04/2022,Standard Class,KF-16285,OFF-FA-10004545,12.69,1,0.1,4.35,0.34
IN-2022-72236,28/08/2022,30/08/2022,First Class,PS-19045,OFF-FA-10004545,12.69,1,0.1,4.35,0.34
IN-2020-19043,08/12/2020,14/12/2020,Standard Class,JH-15430,OFF-FA-10004545,23.406,2,0.17,6.726,0.29
IN-2019-45538,25/06/2019,30/06/2019,Standard Class,BH-11710,OFF-FA-10004545,25.38,2,0.1,8.7,0.34
ID-2021-77269,22/06/2021,25/06/2021,First Class,MT-17815,OFF-FA-10004545,44.838,6,0.47,-5.202,-0.12
ID-2022-51509,30/12/2022,01/01/2023,Second Class,NP-18325,OFF-FA-10004545,16.92,2,0.4,0.24,0.01
IN-2022-82008,25/06/2022,02/07/2022,Standard Class,DC-12850,OFF-FA-10004563,33.36,2,0,15,0.45
ID-2022-41156,02/03/2022,06/03/2022,Standard Class,NG-18355,OFF-FA-10004606,11.253,2,0.45,-8.187,-0.73
ID-2022-64242,19/01/2022,25/01/2022,Standard Class,BB-11545,OFF-FA-10004606,24.552,4,0.4,-14.328,-0.58
IN-2022-18672,23/05/2022,25/05/2022,Second Class,RM-19375,OFF-FA-10004606,20.46,2,0,1.02,0.05
IN-2022-23432,06/06/2022,10/06/2022,Standard Class,TS-21610,OFF-FA-10004606,16.9818,2,0.17,-2.4582,-0.14
IN-2022-72348,22/09/2022,28/09/2022,Standard Class,GH-14425,OFF-FA-10004606,20.46,2,0,1.02,0.05
ID-2021-18903,25/05/2021,28/05/2021,Second Class,DO-13645,OFF-FA-10004606,18.414,2,0.1,-1.026,-0.06
IN-2020-44194,08/12/2020,10/12/2020,First Class,JK-16090,OFF-FA-10004606,30.69,3,0,1.53,0.05
ID-2022-44117,05/08/2022,09/08/2022,Standard Class,TP-21130,OFF-FA-10004659,20.6064,3,0.47,-5.8536,-0.28
IN-2022-32028,17/06/2022,21/06/2022,Second Class,JH-16180,OFF-FA-10004659,51.84,4,0,16.56,0.32
IN-2022-38755,01/02/2022,05/02/2022,Standard Class,NS-18640,OFF-FA-10004659,25.92,2,0,8.28,0.32
ID-2021-79201,25/08/2021,30/08/2021,Second Class,CS-12130,OFF-FA-10004659,27.4752,4,0.47,-7.8048,-0.28
ID-2022-51803,31/05/2022,02/06/2022,First Class,AB-10060,OFF-FA-10004659,27.4752,4,0.47,-7.8048,-0.28
IN-2020-71340,26/06/2020,28/06/2020,First Class,GT-14710,OFF-FA-10004659,38.88,3,0,12.42,0.32
IN-2020-31867,02/08/2020,07/08/2020,Standard Class,KD-16495,OFF-FA-10004659,25.92,2,0,8.28,0.32
ID-2022-31139,27/10/2022,29/10/2022,Second Class,DJ-13630,OFF-FA-10004664,7.6479,1,0.47,-1.3221,-0.17
IN-2019-51992,03/09/2019,07/09/2019,Standard Class,WB-21850,OFF-FA-10004664,86.58,6,0,32.76,0.38
IN-2020-75169,07/09/2020,09/09/2020,Second Class,XP-21865,OFF-FA-10004664,51.948,4,0.1,16.068,0.31
IN-2022-32735,21/08/2022,27/08/2022,Standard Class,CR-12580,OFF-FA-10004664,38.961,3,0.1,12.051,0.31
IN-2022-46420,30/11/2022,05/12/2022,Standard Class,NP-18325,OFF-FA-10004684,27.42,2,0,3.54,0.13
IN-2020-42990,11/07/2020,16/07/2020,Standard Class,TS-21205,OFF-FA-10004684,61.695,5,0.1,1.995,0.03
IN-2021-74014,22/09/2021,28/09/2021,Standard Class,PA-19060,OFF-FA-10004684,27.42,2,0,3.54,0.13
IN-2021-10811,18/09/2021,21/09/2021,First Class,LR-16915,OFF-FA-10004684,27.42,2,0,3.54,0.13
IN-2022-82939,14/02/2022,19/02/2022,Standard Class,ML-18040,OFF-FA-10004687,27.18,2,0,4.86,0.18
ID-2021-13191,19/05/2021,23/05/2021,Standard Class,TS-21610,OFF-FA-10004698,36.855,7,0.5,-34.755,-0.94
ID-2022-33050,24/01/2022,30/01/2022,Standard Class,AO-10810,OFF-FA-10004698,66.339,7,0.1,-5.271,-0.08
IN-2019-33211,19/08/2019,23/08/2019,Second Class,CK-12760,OFF-FA-10004698,21.06,2,0,0.6,0.03
ID-2021-76709,27/09/2021,01/10/2021,Standard Class,VW-21775,OFF-FA-10004698,18.954,3,0.4,-11.736,-0.62
IN-2019-45489,01/06/2019,07/06/2019,Standard Class,GH-14425,OFF-FA-10004698,31.59,3,0,0.9,0.03
IN-2022-46007,21/11/2022,24/11/2022,Second Class,JS-15685,OFF-FA-10004705,40.5,3,0,4.05,0.1
IN-2022-41786,04/07/2022,08/07/2022,Standard Class,BN-11470,OFF-FA-10004705,27,2,0,2.7,0.1
IN-2021-17958,31/03/2021,07/04/2021,Standard Class,RP-19855,OFF-FA-10004705,66.825,9,0.45,-42.525,-0.64
IN-2022-41093,08/08/2022,11/08/2022,Second Class,CC-12220,OFF-FA-10004705,40.5,3,0,4.05,0.1
IN-2019-27968,09/09/2019,13/09/2019,Standard Class,Dl-13600,OFF-FA-10004705,14.31,2,0.47,-9.99,-0.7
IN-2022-71095,02/12/2022,02/12/2022,Same Day,NP-18700,OFF-FA-10004705,21.465,3,0.47,-14.985,-0.7
IN-2020-40253,06/10/2020,11/10/2020,Standard Class,CC-12475,OFF-FA-10004739,30.024,3,0.4,0.954,0.03
IN-2019-60511,25/03/2019,31/03/2019,Standard Class,AB-10060,OFF-FA-10004739,30.024,2,0.1,10.644,0.35
IN-2021-55170,29/11/2021,03/12/2021,Standard Class,TC-20980,OFF-FA-10004739,33.36,2,0,13.98,0.42
IN-2022-64137,03/07/2022,10/07/2022,Standard Class,SR-20425,OFF-FA-10004795,17.1,3,0.5,-16.83,-0.98
IN-2021-49577,23/07/2021,27/07/2021,Standard Class,SC-20020,OFF-FA-10004795,34.2,3,0,0.27,0.01
ID-2020-28255,11/10/2020,14/10/2020,First Class,TB-21280,OFF-FA-10004795,18.126,3,0.47,-15.804,-0.87
ID-2020-32623,16/11/2020,21/11/2020,Second Class,NP-18700,OFF-FA-10004795,22.8,4,0.5,-22.44,-0.98
IN-2020-55282,03/11/2020,05/11/2020,Second Class,AS-10240,OFF-FA-10004795,57,5,0,0.45,0.01
IN-2022-19981,02/04/2022,04/04/2022,First Class,CA-12310,OFF-FA-10004795,22.8,2,0,0.18,0.01
IN-2022-60630,04/07/2022,06/07/2022,Second Class,MS-17365,OFF-FA-10004795,34.2,3,0,0.27,0.01
IN-2020-28535,08/11/2020,12/11/2020,Standard Class,EB-13930,OFF-FA-10004795,34.2,3,0,0.27,0.01
IN-2020-78067,22/09/2020,25/09/2020,Second Class,JG-15160,OFF-FA-10004795,20.52,2,0.1,-2.1,-0.1
ID-2020-65411,19/07/2020,20/07/2020,First Class,CS-12175,OFF-FA-10004795,41.04,4,0.1,-4.2,-0.1
IN-2019-78823,16/09/2019,21/09/2019,Standard Class,ME-17725,OFF-FA-10004813,49.59,3,,12.33,0.25
IN-2020-58894,03/04/2020,05/04/2020,First Class,JM-16195,OFF-FA-10004813,14.877,1,0.1,2.457,0.17
IN-2020-50102,23/12/2020,24/12/2020,First Class,CM-12190,OFF-FA-10004813,133.893,9,0.1,22.113,0.17
ID-2019-20604,04/06/2019,05/06/2019,First Class,RF-19345,OFF-FA-10004813,49.59,3,0,12.33,0.25
ID-2021-70808,25/12/2021,29/12/2021,Standard Class,ED-13885,OFF-FA-10004813,52.5654,6,0.47,-21.9546,-0.42
ID-2020-61071,23/08/2020,28/08/2020,Standard Class,TG-21640,OFF-FA-10004839,42.9,4,0.45,-10.98,-0.26
IN-2019-78284,30/08/2019,03/09/2019,Standard Class,KC-16255,OFF-FA-10004839,78,4,0,24.12,0.31
IN-2020-27562,23/03/2020,30/03/2020,Standard Class,JD-15790,OFF-FA-10004839,39,2,0,12.06,0.31
IN-2021-55170,29/11/2021,03/12/2021,Standard Class,TC-20980,OFF-FA-10004839,39,2,0,12.06,0.31
ID-2022-29655,26/06/2022,01/07/2022,Standard Class,MM-17260,OFF-FA-10004839,78,4,0,24.12,0.31
IN-2022-61820,22/01/2022,28/01/2022,Standard Class,MH-17440,OFF-FA-10004910,33.24,4,0,2.28,0.07
IN-2019-29998,31/12/2019,04/01/2020,Standard Class,GT-14755,OFF-FA-10004910,8.31,1,0,0.57,0.07
IN-2020-65915,05/06/2020,07/06/2020,Second Class,CC-12145,OFF-FA-10004910,24.93,3,0,1.71,0.07
IN-2020-25371,07/10/2020,11/10/2020,Standard Class,HH-15010,OFF-FA-10004910,74.79,9,0,5.13,0.07
ID-2020-24251,07/06/2020,12/06/2020,Standard Class,SC-20260,OFF-FA-10004910,4.5705,1,0.45,-3.1695,-0.69
IN-2021-37852,29/11/2021,05/12/2021,Standard Class,FH-14350,OFF-FA-10004910,41.55,5,0,2.85,0.07
ID-2019-77906,08/06/2019,08/06/2019,Same Day,DK-12985,OFF-FA-10004910,14.958,2,0.1,-0.522,-0.03
ID-2020-73146,25/10/2020,31/10/2020,Standard Class,HM-14980,OFF-LA-10000095,22.7052,6,0.47,-4.2948,-0.19
ID-2021-73993,02/05/2021,06/05/2021,Standard Class,CR-12730,OFF-LA-10000095,32.13,5,0.1,9.63,0.3
ID-2022-43690,25/05/2022,29/05/2022,Standard Class,LS-16945,OFF-LA-10000095,7.5684,2,0.47,-1.4316,-0.19
IN-2021-12610,14/07/2021,18/07/2021,Standard Class,CM-12655,OFF-LA-10000095,14.28,2,0,5.28,0.37
ID-2021-61155,10/05/2021,13/05/2021,First Class,SC-20380,OFF-LA-10000095,12.852,3,0.4,-0.648,-0.05
ID-2022-55989,14/11/2022,18/11/2022,Second Class,DB-13360,OFF-LA-10000095,22.7052,6,0.47,-4.2948,-0.19
ID-2022-75183,13/05/2022,16/05/2022,Second Class,JB-16045,OFF-LA-10000095,19.635,5,0.45,-2.865,-0.15
IN-2022-12911,24/09/2022,28/09/2022,Standard Class,DP-13105,OFF-LA-10000095,12.852,2,0.1,3.852,0.3
IN-2019-22830,29/07/2019,31/07/2019,First Class,BM-11785,OFF-LA-10000108,13.674,2,0.47,-3.126,-0.23
IN-2021-14437,13/08/2021,20/08/2021,Standard Class,NG-18355,OFF-LA-10000108,25.8,2,0,9,0.35
IN-2021-20177,05/05/2021,07/05/2021,First Class,RW-19690,OFF-LA-10000108,38.7,3,0,13.5,0.35
IN-2022-18791,18/06/2022,22/06/2022,Standard Class,TS-21205,OFF-LA-10000108,64.5,5,0,22.5,0.35
ID-2022-86593,09/05/2022,14/05/2022,Standard Class,NR-18550,OFF-LA-10000114,35.532,6,0.4,-23.148,-0.65
IN-2021-50753,19/06/2021,25/06/2021,Standard Class,TS-21430,OFF-LA-10000195,33,4,0,0.24,0.01
IN-2019-64046,17/03/2019,17/03/2019,Same Day,PF-19120,OFF-LA-10000195,49.5,6,0,0.36,0.01
ID-2019-36172,31/08/2019,04/09/2019,Standard Class,TZ-21445,OFF-LA-10000195,44.55,6,0.1,-4.59,-0.1
IN-2022-63619,16/01/2022,20/01/2022,Standard Class,CC-12610,OFF-LA-10000195,33,4,0,0.24,0.01
IN-2022-30264,28/08/2022,01/09/2022,Standard Class,ON-18715,OFF-LA-10000195,41.25,5,0,0.3,0.01
ID-2020-74630,09/06/2020,11/06/2020,Second Class,SB-20185,OFF-LA-10000216,6.09,2,0.5,-4.29,-0.7
IN-2022-56920,11/07/2022,18/07/2022,Standard Class,GM-14695,OFF-LA-10000216,5.481,1,0.1,0.291,0.05
IN-2022-23922,28/04/2022,01/05/2022,Second Class,JK-15730,OFF-LA-10000216,18.27,3,0,2.7,0.15
ID-2021-65810,10/12/2021,16/12/2021,Standard Class,CB-12535,OFF-LA-10000216,18.27,3,0,2.7,0.15
IN-2022-31790,23/07/2022,26/07/2022,First Class,DO-13435,OFF-LA-10000216,12.18,2,0,1.8,0.15
IN-2020-76583,18/02/2020,22/02/2020,Standard Class,EH-14005,OFF-LA-10000219,23.868,6,0.4,-12.492,-0.52
IN-2020-55408,01/05/2020,06/05/2020,Standard Class,CS-12175,OFF-LA-10000219,5.967,1,0.1,-0.093,-0.02
IN-2022-13912,14/08/2022,18/08/2022,Standard Class,MA-17995,OFF-LA-10000219,53.04,8,0,4.56,0.09
IN-2021-60049,31/07/2021,04/08/2021,Standard Class,VT-21700,OFF-LA-10000219,46.41,7,0,3.99,0.09
IN-2019-55037,06/04/2019,11/04/2019,Standard Class,TH-21115,OFF-LA-10000219,13.26,2,0,1.14,0.09
IN-2021-34940,14/12/2021,19/12/2021,Standard Class,JH-15820,OFF-LA-10000219,33.15,5,0,2.85,0.09
IN-2022-45769,16/11/2022,18/11/2022,Second Class,TD-20995,OFF-LA-10000219,29.835,5,0.1,-0.465,-0.02
IN-2020-28668,28/04/2020,28/04/2020,Same Day,LC-16885,OFF-LA-10000219,6.63,1,0,0.57,0.09
ID-2022-81329,03/12/2022,05/12/2022,Second Class,BH-11710,OFF-LA-10000220,12.096,2,0.4,-4.464,-0.37
ID-2022-64830,19/02/2022,22/02/2022,First Class,CR-12625,OFF-LA-10000244,33.9624,6,0.47,-9.0576,-0.27
IN-2020-29522,26/10/2020,26/10/2020,Same Day,CC-12475,OFF-LA-10000244,10.68,1,0,3.51,0.33
IN-2022-16607,10/05/2022,12/05/2022,Second Class,IM-15070,OFF-LA-10000244,21.36,2,0,7.02,0.33
IN-2022-22137,21/05/2022,27/05/2022,Standard Class,AD-10180,OFF-LA-10000244,64.08,6,0,21.06,0.33
IN-2022-61414,17/01/2022,24/01/2022,Standard Class,JJ-15445,OFF-LA-10000244,106.8,10,0,35.1,0.33
