IMDB_id,Name,Summary,Rating,Genres,Network,Premier_Date,Status
tt0106028,Homicide: Life on the Street,"<p>One of the most critically acclaimed shows in TV history, <b>Homicide: Life on the Street</b> reinvigorated a tired genre by focusing on the grueling work of solving murders instead of an endless succession of bloody crimes and car chases. Inspired by David Simon's Edgar Award-winning account of Baltimore homicide detectives and brought to television by writer Paul Attanasio and director Barry Levinson, Homicide boasted a powerhouse ensemble cast featuring Ned Beatty, Yaphet Kotto, Richard Belzer, and breakout star Andre Braugher.</p>",8.2,"Drama,Crime,Mystery",NBC,1993-01-31,Ended
tt7472896,Mr Inbetween,"<p>Ray Shoesmith is a father, ex-husband, boyfriend and best friend — tough roles to juggle in the modern age. They're even harder when you're a criminal for hire...</p>",7.9,"Drama,Comedy,Crime",FX,2018-09-25,Ended
tt0863046,Flight of the Conchords,"<p><b>Flight of the Conchords</b> follows the trials and tribulations of a two man, digi-folk band from New Zealand as they try to make a name for themselves in their adopted home of New York City. The band is made up of Bret McKenzie on guitar and vocals, and Jemaine Clement on guitar and vocals. Bret and Jemaine have moved to New York in the hope of forging a successful music career. So far they've managed to find a manager (whose ""other"" job is at the New Zealand Consulate), one fan (a married obsessive) and one friend (who owns the local pawn shop) -- but not much else.</p>",8.3,Comedy,HBO,2007-06-17,Ended
tt0280249,Dragon Ball,"<p>This is where it all begins. The story starts with Goku at 12 when he first meets Bulma and is introduced to the legend of the Dragonballs: who ever gets all seven Dragonballs will have their wish granted by Shenron, the Dragon who resides within the balls. As Goku goes along his adventure he meets other characters such as Master Roshi, Krillin and others.</p>",8.2,"Action,Adventure,Anime,Fantasy",Fuji TV,1986-02-26,Ended
tt2244495,The Eric Andre Show,"<p>The show is a parody of low-budget public access talk shows, hosted by Eric Andre and Hannibal Buress. André is a hyperactive and dysfunctional host who often stutters or otherwise fails to properly maintain his screen presence. He often overreacts during interviews, acts aggressively towards his crew members, diverts from the script and refuses to read the cue cards. The surreal attitude of the show is emphasized by ""celebrity"" guests that have nothing in common with the actual stars they purport to be except their announced names, although occasionally genuine celebrities do appear. Besides the studio segments that are the main focus of the show, short sketches, candid camera footage and non sequiturs, usually focused on André's absurd behavior, are featured in the program.</p>",4.0,Comedy,Adult Swim,2012-05-21,Running
tt7908628,What We Do in the Shadows,"<p>Set in New York City, <b>What We Do in the Shadows</b> follows three vampires who have been roommates for hundreds and hundreds of years.</p>",7.3,"Comedy,Horror,Supernatural",FX,2019-03-27,Running
tt0237123,Coupling,<p>Britcom about a group of six friends - three men and three women - and the ups and downs they encounter playing the 21st century dating game.</p>,8.2,"Comedy,Romance",BBC Three,2000-05-12,Ended
tt2100976,Impractical Jokers,"<p>Four longtime friends take dares to outrageous new levels in truTV's hilarious series <b>Impractical Jokers</b>. Q, Murr, Joe and Sal bravely face some of the most unbelievably awkward and brazen hijinks yet, daring each other with over-the-top challenges that are guaranteed to set a new side-splitting standard.</p>",7.8,Comedy,truTV,2011-12-15,Running
tt9544034,The Family Man,"<p><b>The Family Man</b> follows the journey of Srikant Tiwari, a man who tries to strike a balance between the responsibilities of his family while working for a highly secretive special cell of the National Intelligence Agency, attempting to spot and prevent large-scale terror attacks on the country and its citizens.</p>",7.9,"Drama,Action,Thriller",,2019-09-20,Running
tt6108262,Senke nad Balkanom,"<p>A historical fiction drama/thriller set in the turbulent period of the late 1930's in the Balkans as a place where high politics, local interests, capital and crime all merge together.</p>",7.2,"Drama,Crime,Thriller",RTS1,2017-10-22,Running
tt0086831,"Yes, Prime Minister","<p>Continuing the struggle of Minster Jim Hacker to actually get something done in Whitehall politics, <b>Yes, Prime Minister</b> saw Jim achieve every politician's dream and slide up the greasy pole, right to the door of Number 10.</p>",8.4,Comedy,BBC Two,1986-01-09,Ended
tt0187664,Spaced,"<p>Surreal cult sitcom starring Simon Pegg and Jessica Stevenson, with more pop culture references than you can shake a light sabre at.</p>",8.2,Comedy,Channel 4,1999-09-24,Ended
tt0423731,Samurai Champloo,"<p>From the makers of Cowboy Bebop comes <b>Samurai Champloo</b>! Sometime during the 17th-19th century, during the Japanese ""Edo era"", two Samurai Warriors known as Mugen and Jin, have a chance meeting with a 15 year old girl named Fuu. Through a series of events, Fuu leads the warriors on a quest into several differant Japanese locations to find the samurai who smells of sunflowers. Little do the 3 unique characters realize just where fate will take them through situations of sex, violence, and drugs.</p>",7.8,"Comedy,Action,Adventure,Anime",Fuji TV,2004-05-20,Ended
tt4158110,Mr. Robot,"<p><b>Mr. Robot</b> follows Elliot, a young programmer who works as a cyber-security engineer by day and as a vigilante hacker by night. Elliot finds himself at a crossroads when the mysterious leader of an underground hacker group recruits him to destroy the firm he is paid to protect. Compelled by his personal beliefs, Elliot struggles to resist the chance to take down the multinational CEOs he believes are running (and ruining) the world.</p>",8.3,"Drama,Crime,Thriller",USA Network,2015-06-24,Ended
tt0487831,The IT Crowd,"<p>Emmy-award winning sitcom written by Graham Linehan, set in an IT department starring Chris O'Dowd, Richard Ayoade and Katherine Parkinson.</p>",8.8,Comedy,Channel 4,2006-02-03,Ended
tt0403778,Long Way Round,"<p>Setting off from London, Ewan and Charley travel through some of the most beautiful, but often dangerous, terrain the world has to offer. Crossing over into mainland Europe, they travelled through France, Belgium, Germany, Czech Republic, Slovakia, Ukraine, Russia, Kazakhstan, Mongolia, Siberia, Alaska, Canada and three months later they arrived at their final destination, New York City USA!</p>",7.6,"Adventure,Travel",Sky Showcase,2004-10-18,Ended
tt2701582,Endeavour,"<p>The early days of a young Endeavour Morse, whose experiences as a detective constable with the Oxford City Police will ultimately shape his future.</p>",8.5,"Drama,Crime,Mystery",ITV1,2012-01-02,Ended
tt0129690,I'm Alan Partridge,"<p>This classic BBC comedy comes courtesy of Steve Coogan. Alan is a fictional self-obsessed DJ who has had several TV jobs in the past (including chat show 'Knowing Me Knowing You') and has failed to bounce back from his long dead career. Each episode normally sees Alan resorting to embarrassing anecdotes, insulting someone without noticing and failing to revive his career.</p>",7.3,Comedy,BBC Two,1997-11-03,Ended
tt8289930,Formula 1: Drive to Survive,"<p>Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.</p>",7.3,Sports,,2019-03-08,Running
tt1534360,Ezel,"<p>Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.</p>",,"Drama,Crime,Thriller",ATV,2009-09-28,Ended
tt1492966,Louie,<p><b>Louie</b> is a comedy filtered through the observational humor of Louis C.K. Each episode puts a spotlight on Louis' hectic life as a successful stand-up comedian and newly single father raising his two daughters. The single-camera comedy is a mix of Louis C.K.'s stand-up comedy and scripted short films.</p>,7.9,"Drama,Comedy",FX,2010-06-29,Ended
tt0278238,Samurai Jack,"<p><b>Samurai Jack</b> is a brave and honorable samurai from the distant past trapped in a nightmarish future. He is terrorized by his sworn enemy, the evil shapeshifting demon Aku. He quests for a way back to the past so that he may stop Aku once and for all.</p>",8.1,"Action,Adventure",Adult Swim,2001-08-10,Ended
tt5897304,Mob Psycho 100,"<p>Kageyama Shigeo (a.k.a. ""Mob"") is a 8th grader with psychic abilities. He could bend spoons and lift objects with his mind from a young age, but he slowly began to withhold from using his abilities in public due to the negative attention he kept receiving. Now, the only thing he wants is to become friends with a girl in his class, Tsubomi. With his psychic ""mentor"" (who has no psychic powers), he continues his daily life, attempting to realize his purpose in life.</p>",7.6,"Comedy,Action,Anime,Horror",Tokyo MX,2016-07-12,Ended
tt0290978,The Office,"<p>A mockumentary about life in a mid-sized suboffice paper merchants in a bleak British industrial town, where manager David Brent thinks he's the coolest, funniest, and most popular boss ever. He isn't. That doesn't stop him from embarrassing himself in front of the cameras on a regular basis, whether from his political sermonizing, his stand-up 'comedy', or his incredibly unique dancing. Meanwhile, long-suffering Tim longs after Dawn the engaged receptionist and keeps himself sane by playing childish practical jokes on his insufferable, army-obsessed deskmate Gareth. Will the Slough office be closed? Will the BBC give David a game show? Will Tim and Dawn end up with each other? And more importantly, will Gareth realize what a hopeless prat he is?</p>",7.7,Comedy,BBC Two,2001-07-09,Ended
tt4082744,Detectorists,<p>Comedy series about two friends who go in search of their hearts' desire with a couple of metal detectors.</p>,8.4,Comedy,BBC Two,2014-10-02,Ended
tt1513168,Through the Wormhole,"<p>Hosted by Morgan Freeman, <b>Through the Wormhole</b> explores the deepest mysteries of existence - the questions that have puzzled mankind for eternity. Can we eliminate evil? What is nothing? Is there a superior race? Now, science has evolved to the point where hard facts and evidence may be able to provide us with answers instead of philosophical theories. <i>Through the Wormhole</i> brings together the brightest minds and best ideas from the very edges of science - Astrophysics, Astrobiology, Quantum Mechanics, String Theory, and more - to reveal the extraordinary truth of our Universe.</p>",8.2,Science-Fiction,Science,2010-06-09,Ended
tt1442449,Spartacus,"<p>Betrayed by his country. Beaten into slavery. Reborn as a warrior. <b>Spartacus</b> is a graphic and visceral account of Rome's most famous gladiator. When he is separated from the love of his life, Spartacus is forced into the gruesome and bloodthirsty arena, where a grisly death is primetime entertainment. Spartacus must fight for survival, befriend his enemies and play politics in this new world of corruption, violence, sex and fame. He will be seduced by power and tormented by vengeance. But his passion will give him the strength to prevail over every obstacle, in this modern and uninhibited tale of death, honour and endurance.</p>",8.6,"Action,Adventure,History",STARZ,2010-01-22,Ended
tt1586680,Shameless,"<p><b>Shameless</b> is a fiercely engaging and fearlessly twisted series. Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.</p>",8.5,"Drama,Comedy,Family",Showtime,2011-01-09,Ended
tt1124373,Sons of Anarchy,"<p><b>Sons of Anarchy</b> is an American television drama series created by Kurt Sutter, about the lives of a close-knit outlaw motorcycle club operating in Charming, a fictional town in California's Central Valley. The show centers on protagonist Jackson ""Jax"" Teller (Charlie Hunnam), initially the vice president of the club, who begins questioning the club and himself.</p>",8.4,"Drama,Action,Crime",FX,2008-09-03,Ended
tt0436992,Doctor Who,<p>Adventures across time and space with the time travelling alien and companions.</p>,8.3,"Drama,Adventure,Science-Fiction",BBC One,2005-03-26,Running
tt0112159,Neon Genesis Evangelion,"<p>The year is 2015, and half of the Earth's population is dead, victims of the disaster called Second Impact! Answering a summons from his enigmatic father, 14-year-old Shinji Ikari arrives in the rebuilt city of New Tokyo-3 just as a gigantic creature identified as an ""Angel"" attacks! Forced into the cockpit of a giant bio-mechanical construct known as an Evangelion, Shinji must defend the city from the rampaging Angel or die trying!</p>",7.7,"Drama,Action,Anime,Science-Fiction",TV Tokyo,1995-10-04,Ended
tt4647692,Letterkenny,"<p>Wayne is a good-ol' country boy in <b>Letterkenny</b>, Ontario trying to protect his homegrown way of life on the farm, against a world that is constantly evolving around him. The residents of Letterkenny belong to one of three groups: Hicks, Skids, and Hockey Players. The three groups are constantly feuding with each other over seemingly trivial matters; often ending with someone getting their ass kicked.</p>",8.0,Comedy,,2016-02-07,Running
tt3428912,Happy Valley,"<p>When a kidnap spirals out of control, Yorkshire police sergeant Catherine Cawood comes face to face with the man who destroyed her family.</p>",8.1,"Drama,Crime",BBC One,2014-04-29,Ended
tt0118273,Brass Eye,"<p><b>Brass Eye</b> was a controversial show that reported the issues of British popular culture. Drugs, Animal Rights, Crime, Paedophilia, these are the issues that the tabloids seem to spend their careers cashing in on. Brass Eye focused on the press and society's irrational focus on them. It takes full advantage of c-list celebrities desperate to look like they care about these 'important' issues but who only end up exposing their own ignorance and willingness to say anything if it gets them on TV.</p>",,Comedy,Channel 4,1997-01-29,Ended
tt5288312,SKAM,"<p><b>SKAM </b>is a Norwegian teen drama television series about the daily life of teenagers at the Hartvig Nissen School, a gymnasium in the wealthy borough of Frogner in West End Oslo.</p>",8.1,"Drama,Romance",,2015-09-25,Ended
tt0290988,Trailer Park Boys,<p>Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.</p>,7.7,"Comedy,Crime",,2001-04-22,Ended
tt0417349,North & South,"<p>Set against the backdrop of Victorian England's industrial north, it follows the fortunes of Margaret Hale, one of 19th century literature's most original heroines.</p>",8.2,"Drama,Romance",BBC One,2004-11-14,Ended
tt1758429,Spartacus: Gods of the Arena,"<p>The mini-series features the bloody history of the House of Batiatus and the city of Capua before the arrival of Spartacus. Quintus Lentulus Batiatus becomes a lanista (manager) when he takes over his father's ludus of gladiators. He has ambitions of stepping out of his father's shadow by seeking recognition for his own name and achieving further greatness for his house. By his side stands his beautiful wife Lucretia who will help her husband achieve his ambitions, whatever the cost. Batiatus puts all his fortunes on the man who will gain him fame and glory. That would be his best gladiator, the Celt, Gannicus, a skilled warrior who wields dual swords with deadly purpose. Those who oppose Batiatus and his future champion(s) of Capua do so at their own peril.</p><p>Purchased as an undisciplined and disheveled recruit in the first episode, Crixus the Gaul endures mockery and threats of death to become the champion after Gannicus. As Batiatus fends off repeated attempts by his professional rival Tullius to obtain Gannicus, his relationships with his father Titus and friend Solonius begin to suffer the strain of his relentless ambition. Former champion, Oenomaus, reluctantly becomes Doctore, while Syrian recruits Ashur and Dagan try to prove themselves worthy of being gladiators. Veteran gladiators Barca and Gannicus note the rising star of Crixus, as the machinations of Batiatus and Lucretia end in tragedy for several members of the household. Against all of this, the city's splendid new arena nears completion and with it the opening games that will make slaves into gods. When the arena opens, Batiatus' gladiators prevail in the contest. Gannicus again proves himself to be the champion of Capua and a god of the arena. By virtue of his win against Solonius' gladiators, he gains his freedom and Crixus becomes the new champion.</p>",8.6,"Action,Adventure",STARZ,2011-01-21,Ended
tt2575988,Silicon Valley,"<p>In the high-tech gold rush of modern Silicon Valley, the people most qualified to succeed are the least capable of handling success. From Mike Judge comes this satire about a programmer whose game-changing algorithm becomes the subject of a valley-wide bidding war.</p>",8.5,Comedy,HBO,2014-04-06,Ended
tt0421357,Fullmetal Alchemist,"<p>Edward Elric, a young, brilliant alchemist, has lost much in his twelve-year life: when he and his brother Alphonse try to resurrect their dead mother through the forbidden act of human transmutation, Edward loses his family as well as two of his limbs. With his supreme alchemy skills, Edward binds Alphonse's soul to a large suit of armor.<br><br>A year later, Edward, now promoted to the fullmetal alchemist of the state, embarks on a journey with his younger brother to obtain the Philosopher's Stone. The fabled mythical object is rumored to be capable of amplifying an alchemist's abilities by leaps and bounds, thus allowing them to override the fundamental law of alchemy: to gain something, an alchemist must sacrifice something of equal value. Edward hopes to draw into the military's resources to find the fabled stone with his power and restore his and Alphonse's bodies to normal. However, the Elric brothers soon discover that there is more to the legendary stone than meets the eye, as they are led to the epicenter of a far darker battle than they could have ever imagined.</p><p>(Source: MyAnimeList)</p>",8.3,"Action,Adventure,Anime",Animax,2003-10-04,Ended
tt0149460,Futurama,"<p><b>Futurama</b> follows pizza guy Philip J. Fry, who reawakens in 31st century New New York after a cryonics lab accident. Now part of the Planet Express delivery crew, Fry travels to the farthest reaches of the universe with his robot buddy Bender and cyclopsian love interest Leela, discovering freaky mutants, intergalactic conspiracies and other strange stuff.</p>",8.7,"Comedy,Adventure,Science-Fiction",,1999-03-28,Running
tt0475784,Westworld,"<p><b>Westworld</b> is a dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.</p>",8.2,"Drama,Science-Fiction,Western",HBO,2016-10-02,Ended
tt1710308,Regular Show,<p>The<b> Regular Show</b> is about Mordecai and Rigby who are two best friends who take the problems and mundane tasks of their boring job to fantastical places.</p>,8.1,"Comedy,Adventure",Cartoon Network,2010-09-06,Ended
tt0203082,Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,"<p>While a raid of bandits slay a group of travelers, a young boy named Shinta is saved from death by a passing swordsman. The swordsman, known as Hiko Seijūrō, is a master of the Hiten Mitsurugi, the strongest of all sword forms. After seeing the boy bury the bodies of not only the travelers but also the bandits, Hiko is impressed and takes Shinta as an apprentice, renaming him ""Himura Kenshin"", a name which he felt was more appropriate for a swordsman. </p>",,"Drama,Action,Adventure,Anime",,1999-02-20,Ended
tt0120570,From the Earth to the Moon,"<p>This twelve part HBO mini-series tells the story of the United States' space program, from its beginnings in 1961 to the final moon mission in 1972. Tom Hanks served as Executive Producer and introduced each segment.</p>",7.9,Drama,HBO,1998-04-05,Ended
tt3526078,Schitt's Creek,"<p><b>Schitt's Creek</b> centers on a formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, who suddenly find themselves broke. They are forced to live in Schitt's Creek, a small depressing town they once bought as a joke.</p>",7.7,Comedy,CBC,2015-01-13,Ended
tt2243973,Hannibal,"<p>Criminal profiler Will Graham is tasked by FBI agent Jack Crawford, the head of Behavioral Sciences, to help investigate the disappearances of eight young girls across Minnesota. Graham and Crawford's team investigate several subsequent murders, while also trying to catch the Chesapeake Ripper. With the investigation weighing heavily on Graham, Crawford decides to have him supervised by psychiatrist Dr. Hannibal Lecter, who, unbeknownst to them, is the Chesapeake Ripper himself, actively seeking to derail the investigation.</p>",8.3,"Drama,Crime,Horror",NBC,2013-04-04,Ended
tt3230854,The Expanse,"<p>A thriller set two hundred years in the future, <b>The Expanse</b> follows the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.</p>",8.8,"Science-Fiction,Thriller,Mystery",,2015-12-14,Ended
tt4269716,Umbre,"<p>Relu is a family man. He has two children, a wife and a double life. Seen through the eyes of his family, Relu Oncescu appears to be an ordinary taxi driver. No one suspects that Relu works as a collector for Capitanu', a local mobster. Neither of the two worlds (his family and the mafia) knows of the other's existence. Relu manages to keep everything under control, but not for long. After accidentally killing a man, he tries to get out of the underworld, but he can't find his way back. Day by day, the secrets he keeps become increasingly oppressive and the lies begin to surface, one by one.</p>",7.4,"Drama,Crime",,2014-12-28,To Be Determined
tt1439629,Community,"<p><b>Community </b>is a smart, exuberant comedy that is consistently ranked as one of the most inventive and original half-hours on television. This ensemble comedy centers around a tight-knit group of friends who all met at what is possibly the world's worst educational institution - Greendale Community College.</p>",8.3,Comedy,,2009-09-17,Ended
tt7120662,Derry Girls,"<p>16-year-old Erin Quinn lives with her uncompromising mother, her long-suffering father and the fearsome ‘Granda Joe', a man whose love for his daughters and granddaughters is surpassed only by his contempt for his son-in-law.</p><p>It's the early 90s, and Erin is used to seeing her country on the nightly news and speaking in acronyms (The IRA, The UDA, The RUC). This is a time of armed police in armoured Land Rovers and British Army check points. But it's also the time of Murder She Wrote, The Cranberries, MJ and Lisa Marie, Doc Martens, bomber jackets, The X Files, Nirvana and Wayne's World. And while The Troubles may hang over her home town, Erin has troubles of her own</p>",7.7,Comedy,Channel 4,2018-01-04,Ended
tt7278862,My Brilliant Friend,"<p><b>My Brilliant Friend</b> tells the story of Elena Greco, a now-elderly woman who discovers the most important friend in her life, Raffaella ""Lila"" Cerullo, seems to have disappeared without a trace. A writer, immersed in a house full of books, Greco turns on her computer and starts writing the story of their tempestuous friendship, starting from the point when Elena met Lila their first year of primary school in 1950.</p><p>Set in a dangerous and fascinating Naples, their story goes on to cover more than 60 years of their lives as she tries to describe the mystery of Lila, Elena's brilliant friend and — in a way — her best friend, and worst enemy.</p>",7.0,Drama,Rai 1,2018-11-18,Running
tt2433738,Wentworth,"<p>Fans of the iconic Prisoner series which pushed boundaries over three decades ago and still today boasts a loyal following worldwide, will remember Bea Smith as gutsy and fearless, ruling Wentworth Correctional Center with an iron fist. But who was Bea Smith before prison? How did a wife and mother from the suburbs become a top dog without rival? Wentworth is a dynamic, often confronting, drama series that begins with Bea's early days in prison. Set in the present day, it is a modern adaptation of Prisoner contemporising legendary characters and their stories for today's audience. This ten-part series takes the viewer inside to an uncompromising environment exploring the politics of women in a world without men, and how such a threatening experience both challenges and often changes those confined and working behind the razor wire.</p>",8.3,"Drama,Crime",Fox Showcase,2013-05-01,Ended
tt4295140,Chef's Table,"<p><b>Chef's Table</b> is an original docu-series, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.</p>",7.5,Food,,2015-04-26,To Be Determined
tt0421291,Avrupa Yakası,,,Comedy,ATV,2004-02-11,Ended
tt3895150,Shigatsu wa Kimi no Uso,"<p>Piano prodigy Arima Kosei dominated the competition and all child musicians knew his name. But after his mother, who was also his instructor, passed away, he had a mental breakdown while performing at a recital that resulted in him no longer being able to hear the sound of his piano even though his hearing was perfectly fine. Even two years later, Kosei hasn't touched the piano and views the world in monotone, and without any flair or color. He was content at living out his life with his good friends Tsubaki and Watari until, one day, a girl changed everything. Miyazono Kaori is a pretty, free spirited violinist whose playing style reflects her personality. Kaori helps Kosei return to the music world and show that it should be free and mold breaking unlike the structured and rigid style Kosei was used to.</p>",7.7,"Drama,Anime,Music,Romance",Fuji TV,2014-10-10,Ended
tt0988818,Gintama,"<p>Life isn't easy in feudal Japan... especially since the aliens landed and conquered everything! Oh sure, the new health care is great, but the public ban on the use of swords has left a lot of defeated samurai with a difficult decision to make concerning their future career paths! This is especially true if, as in the case of Gintoki Sakata, they're not particularly inclined towards holding a day job, which is why Gintoki's opted for the freelance route, taking any job that's offered to him as long as the financial remuneration sounds right. Unfortunately, in a brave new world filled with stray bug-eyed monsters, upwardly mobile Yakuza and overly ambitious E.T. entrepreneurs, those jobs usually don't pay as well as they should for the pain, suffering and indignities endured!</p>",7.5,"Comedy,Action,Anime",TV Tokyo,2006-04-04,Ended
tt0995832,Generation Kill,"<p><b>Generation Kill</b> follows the highly trained Marines of First Recon Battalion through the first 40 days of the Iraq war. The seven-part miniseries portrays the true story of the young Marines' experience at the tip of the spear of the American invasion, as they contend with equipment shortages, incompetent commanding officers, ever evolving Rules of Engagement and an unclear strategy. 'Generation Kill' is based on the award-winning book by Evan Wright, who was embedded with First Recon and originally reported the story in a series of articles for Rolling Stone. The series also benefited greatly from the presence of two of the real-life Marines it depicts - Sgt. Eric Kocher and Cpl. Jeffrey Carisalez - who served as consultants. A third First Recon Marine, Sgt. Rudy Reyes, appears in the miniseries, portraying himself.</p>",8.0,"Drama,War",HBO,2008-07-13,Ended
tt7221388,Cobra Kai,"<p>Thirty years after the events of the 1984 All Valley Karate Tournament, Johnny Lawrence's life has taken a rocky turn as he tries to forget a past that constantly haunts him. He seeks redemption by reopening the infamous Cobra Kai karate dojo. But the LaRusso-Lawrence rivalry of yesteryear is reignited when their lives become intertwined with the next generation of ""karate kids"".</p>",7.3,"Drama,Comedy,Action",,2018-05-02,Running
tt0047708,Alfred Hitchcock Presents,"<p>In this half-hour anthology series, master of the macabre Alfred Hitchcock introduces and concludes tales of suspense and crime. Hitchcock's speeches are filled with black humor and jabs at his network sponsors. In 1962, the series expanded to an hour and was renamed The Alfred Hitchcock Hour.</p>",7.5,"Drama,Crime,Mystery",CBS,1955-10-02,Ended
tt0310455,Foyle's War,"<p>Post-WWII drama. Foyle, now working for British Intelligence, is drawn into the world of corrupt Nazi businessmen when a London university professor is found murdered.</p>",8.3,"Drama,Crime",ITV1,2002-10-27,Ended
tt2401256,The Night Of,"<p><b>The Night Of</b> is an eight-part limited series that delves into the intricate story of a fictitious murder case in New York City. The series follows the police investigation and legal proceedings, all the while examining the criminal justice system and the purgatory of Rikers Island, where the accused awaits his trial.</p><p>Filmed in and around Manhattan, the HBO series is based on the BBC's <i>Criminal Justice</i>, created by Peter Moffat.</p>",8.4,"Drama,Crime,Legal",HBO,2016-07-10,Ended
tt1299368,Southland,"<p>From Emmy Award winners John Wells, Ann Biderman and Chris Chulack comes a raw and authentic look at the police unit in Los Angeles. From the beaches of Malibu to the streets of East LA, <b>Southland</b> is a fast-moving drama that will take you inside the lives of cops, criminals, victims and their families.</p><p>Michael Cudlitz plays John Cooper a seasoned Los Angeles cop, assigned to train young rookie Ben Sherman. Cooper's honest, no-nonsense approach to the job leaves Sherman questioning whether or not he has what it takes to become a police officer.</p>",8.2,"Drama,Crime,Thriller",FOX,2009-04-09,Ended
tt2937900,The Knick,"<p>New York City, 1900: The Knickerbocker Hospital is home to groundbreaking surgeons, nurses and staff who push the boundaries of medicine in a time of astonishingly high mortality rates and zero antibiotics. The newly appointed leader of the surgery staff is the brilliant, arrogant renegade Dr. John Thackery, whose addiction to cocaine and opium is trumped only by his ambition for medical discovery and renown among his peers. Into the all-white staff and patient hospital comes the equally gifted Harvard graduate Dr. Algernon Edwards, who must fight for respect while trying to navigate the racially charged city. Trying to maintain its reputation for quality care while realizing a profit, the Knickerbocker makes an effort to attract wealthy clientele, while literally struggling to keep the lights on.</p>",8.5,"Drama,Medical",Cinemax,2014-08-08,Ended
tt3920596,Big Little Lies,"<p>In the tranquil seaside town of Monterey, California, nothing is quite as it seems. Doting moms, successful husbands, adorable children, beautiful homes: What lies will be told to keep their perfect worlds from unraveling?</p><p>Told through the eyes of three mothers – Madeline, Celeste and Jane – <b>Big Little Lies</b> paints a picture of a town fueled by rumors and divided into the haves and have-nots, exposing the conflicts, secrets and betrayals that compromise relationships between husbands and wives, parents and children, and friends and neighbors.</p>",7.9,"Drama,Comedy,Mystery",HBO,2017-02-19,Ended
